fdc_id,brand_owner,market_country,branded_food_category,brand_name,ingredients,serving_size,serving_size_unit,description,publication_date,Calcium(mg),Carbohydrate(g),Cholesterol(mg),Energy(kcal),Saturated fatty acids(g),Trans fatty acids(g),Fiber(g),Iron(mg),"Potassium, K",Protein(g),Sodium(mg),Total sugar(g),Total fat(g),Vitamin A,"Vitamin A, IU","Vitamin A, RAE","Vitamin C, total ascorbic acid",umap_2,umap_5,umap_10,umap_20
552460,"7-Eleven, Inc.",United States,"Chips, Pretzels & Snacks",,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PEANUT BUTTER (DRY ROASTED PEANUTS, SUCROSE, MONO-DIGLYCERIDE AND SALT), SALT, MALT, CANOLA OIL.",28.0,g,CRUNCHY FILLED PRETZELS,2019-04-01,36.0,57.14,0.0,429.0,3.57,0.0,3.6,3.57,329.0,14.29,679.0,7.14,17.86,,,,,"[4.094641208648682, 14.764575004577637]","[3.7574310302734375, 3.5590882301330566, -0.7694085836410522, 7.527209281921387, 4.748848915100098]","[6.109240531921387, 8.605020523071289, 5.837594985961914, 2.58608341217041, 4.721346378326416, 2.487204074859619, 2.7132933139801025, 10.171188354492188, 4.126561641693115, 7.372427463531494]","[9.950810432434082, 5.502540111541748, 4.730125427246094, 4.547232627868652, 4.871518611907959, 4.406935691833496, 5.013334274291992, 7.640737056732178, 5.802866458892822, 3.409332752227783, 4.19171142578125, 4.407683849334717, 4.477221488952637, 4.501014232635498, 4.516961574554443, 4.839150428771973, 4.6680521965026855, 0.9530083537101746, 7.632258892059326, 12.25745677947998]"
2164947,"7-Eleven, Inc.",United States,"Chips, Pretzels & Snacks",7 SELECT,"PRETZEL (UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], SALT, SOYBEAN OIL, OAT BRAN, YELLOW CORN MEAL, MALT, BARLEY, RYE AND YEAST), CANOLA OIL, SEASONING (MALTODEXTRIN, BUTTERMILK, NONFAT MILK, SALT, MONOSODIUM GLUTAMATE, GARLICI [DRIED], ONION[DRIED], LACTIC ACID, CALCIUM LACTATE, SPICES, CITRIC ACID, DISODIUM ISONATE, DISODIUM GUANYLATE, LESS THAN 1% CALCIUM STEARATE, ARTIFICIAL FLAVOR, XANTHAN GUM, CARBOXYMETHYLCELLULOSE, GUAR GUM, NATURAL FLAVORS).",28.0,g,"BUTTERMILK RANCH TWISTED PRETZELS, BUTTERMILK RANCH",2021-10-28,36.0,67.86,0.0,429.0,0.0,0.0,3.6,0.0,0.0,0.0,1500.0,0.0,14.29,,,,,"[5.026224613189697, -5.951971054077148]","[8.795494079589844, 1.4553272724151611, 3.0676896572113037, 6.626544952392578, 2.9819676876068115]","[6.072897434234619, 5.503086090087891, 5.802605152130127, 2.730987310409546, 5.202211856842041, 6.098150730133057, 4.761894702911377, 10.92794132232666, 4.2341413497924805, 4.9454145431518555]","[9.371024131774902, 4.831177234649658, 4.784355163574219, 5.088101387023926, 4.849942207336426, 6.360477924346924, 5.417823314666748, 9.408138275146484, 6.075296878814697, 2.4415395259857178, 5.95775842666626, 4.962012767791748, 3.955303430557251, 4.3567914962768555, 4.821346282958984, 4.239415168762207, 4.380588054656982, 2.9581098556518555, 4.263498306274414, 8.923396110534668]"
954945,Wege Pretzel Company Inc.,United States,"Chips, Pretzels & Snacks",,"WHEAT FLOUR, CORN OIL, SALT, MALT, HONEY, VEGETABLE FIBER, YEAST AND SODA.",30.0,g,"SOURDOUGH BROKEN PRETZELS, SOURDOUGH, SOURDOUGH",2020-06-26,0.0,73.33,0.0,367.0,0.0,0.0,3.3,3.6,,6.67,1567.0,3.33,5.0,,0.0,,4.0,"[-0.12823697924613953, 14.746830940246582]","[6.197605133056641, 7.47722053527832, 4.053826332092285, 1.4898099899291992, 6.914340019226074]","[5.278265953063965, 8.652570724487305, 6.185878276824951, 4.6262640953063965, 2.3055570125579834, 8.044078826904297, 3.0111207962036133, 6.286637783050537, 4.319241523742676, 7.753815174102783]","[9.234179496765137, 5.054475784301758, 5.415324687957764, 5.231016159057617, 5.141018867492676, 5.115274906158447, 5.316524982452393, 5.975228309631348, 6.3117194175720215, 3.4956629276275635, 6.022409915924072, 3.1630442142486572, 2.8006272315979004, 4.957194805145264, 5.100398063659668, 3.8792788982391357, 4.234291076660156, 1.134757399559021, 8.450812339782715, 7.224982738494873]"
2306722,Wege Pretzel Company Inc.,United States,"Chips, Pretzels & Snacks",WEGE OF HANOVER,"WHEAT FLOUR, SALT, MALT, SOYBEAN OIL, VEGETABLE FIBER, YEAST AND SODA.",28.0,g,"SOURDOUGH SPECIALS PRETZELS, SOURDOUGH SPECIALS",2022-05-23,36.0,67.86,0.0,321.0,0.0,0.0,3.6,0.71,107.0,7.14,1321.0,0.0,3.57,,,,,"[-0.34726181626319885, 14.649971961975098]","[6.2657670974731445, 7.170949935913086, 4.1211066246032715, 1.5332880020141602, 6.847087860107422]","[5.212406635284424, 8.574474334716797, 6.063034534454346, 4.774841785430908, 2.360570192337036, 7.890249252319336, 3.038959264755249, 6.246471881866455, 4.279098987579346, 7.674274921417236]","[9.355992317199707, 5.065468788146973, 5.457536697387695, 5.270776271820068, 5.1598734855651855, 5.075985431671143, 5.330879211425781, 6.053699016571045, 6.284360885620117, 3.4950902462005615, 5.959992408752441, 3.086371660232544, 2.868295907974243, 4.9965314865112305, 5.141818046569824, 3.846766471862793, 4.286363124847412, 1.1960746049880981, 8.477802276611328, 7.0785417556762695]"
974137,Wege Pretzel Company Inc.,United States,"Chips, Pretzels & Snacks",,"WHEAT FLOUR, VEGETABLE FIBER, SALT, CORN OIL, MALT, HONEY, YEAST AND SODA",26.0,g,"SOURDOUGH HARDS PRETZELS, SOURDOUGH",2020-06-26,0.0,80.77,0.0,385.0,0.0,0.0,3.8,0.0,,11.54,1808.0,3.85,3.85,,0.0,,0.0,"[-0.17262518405914307, 14.736205101013184]","[6.183289527893066, 7.4334330558776855, 4.053818225860596, 1.513775110244751, 6.884694576263428]","[5.26680326461792, 8.652303695678711, 6.17066764831543, 4.64157772064209, 2.3098909854888916, 8.029120445251465, 3.0108845233917236, 6.298746585845947, 4.306520462036133, 7.752790451049805]","[9.205873489379883, 5.0421271324157715, 5.411877632141113, 5.235715389251709, 5.153447151184082, 5.124011039733887, 5.313077449798584, 5.942193031311035, 6.312444686889648, 3.489238977432251, 6.013138771057129, 3.1629159450531006, 2.7872281074523926, 4.977793216705322, 5.099132537841797, 3.879786968231201, 4.233111381530762, 1.139756202697754, 8.430715560913086, 7.1704182624816895]"
954941,Wege Pretzel Company Inc.,United States,"Chips, Pretzels & Snacks",,"WHEAT FLOUR, VEGETABLE FIBER, SALT, CORN OIL, MALT, HONEY, YEAST AND SODA.",26.0,g,"SOURDOUGH HARDS PRETZELS, SOURDOUGH",2020-06-26,0.0,80.77,0.0,385.0,0.0,0.0,3.8,0.0,,11.54,1808.0,3.85,3.85,,0.0,,0.0,"[-0.17962579429149628, 14.709877014160156]","[6.197497844696045, 7.42503023147583, 4.070134162902832, 1.5037024021148682, 6.899439811706543]","[5.261153221130371, 8.635231018066406, 6.155397891998291, 4.6563005447387695, 2.321223497390747, 8.009782791137695, 3.018885850906372, 6.280500888824463, 4.309111595153809, 7.737894535064697]","[9.251547813415527, 5.0536932945251465, 5.420336723327637, 5.238132476806641, 5.145777702331543, 5.110579490661621, 5.318222999572754, 5.983547210693359, 6.307369232177734, 3.492781162261963, 6.011425018310547, 3.151336908340454, 2.8074758052825928, 4.966159343719482, 5.106721878051758, 3.8739407062530518, 4.243557929992676, 1.147088646888733, 8.448369979858398, 7.194747447967529]"
2161501,Wege Pretzel Company Inc.,United States,"Chips, Pretzels & Snacks",WEGE,"WHEAT FLOUR, CORN OIL, SALT, MALT, HONEY, VEGETABLE FIBER, YEAST AND SODA.",28.0,g,SOURDOUGH BROKEN PRETZELS,2021-10-28,36.0,67.86,0.0,357.0,0.0,0.0,3.6,0.71,107.0,7.14,1321.0,3.57,5.36,,,,,"[-0.1360967606306076, 14.742737770080566]","[6.1837334632873535, 7.479228973388672, 4.0610551834106445, 1.5016505718231201, 6.91025447845459]","[5.276888847351074, 8.650924682617188, 6.183460712432861, 4.630035877227783, 2.3062469959259033, 8.040704727172852, 3.0115127563476562, 6.285349369049072, 4.318197250366211, 7.751781463623047]","[9.238480567932129, 5.054216384887695, 5.417016983032227, 5.231982231140137, 5.141236782073975, 5.114382743835449, 5.3177618980407715, 5.978421688079834, 6.3108062744140625, 3.4950528144836426, 6.021938323974609, 3.1575064659118652, 2.79757022857666, 4.9586687088012695, 5.1022257804870605, 3.8770501613616943, 4.237405776977539, 1.1361702680587769, 8.452589988708496, 7.223601341247559]"
954939,Wege Pretzel Company Inc.,United States,"Chips, Pretzels & Snacks",,"WHEAT FLOUR, SUGAR, MALT, SALT, CORN OIL, HONEY, YEAST AND SODA.",30.0,g,PRETZELS PARTY STICKS,2020-06-26,0.0,83.33,0.0,400.0,0.0,0.0,3.3,0.0,,6.67,1967.0,6.67,3.33,,0.0,,0.0,"[-0.104912668466568, 14.82961654663086]","[6.285101890563965, 7.533474922180176, 3.9999606609344482, 1.440930962562561, 6.96084451675415]","[5.293022155761719, 8.671948432922363, 6.218303203582764, 4.6479034423828125, 2.2656595706939697, 8.064156532287598, 2.9917237758636475, 6.286764144897461, 4.324030876159668, 7.747559070587158]","[9.248536109924316, 5.0584306716918945, 5.435070037841797, 5.232782363891602, 5.138901233673096, 5.112363338470459, 5.328446388244629, 6.000784397125244, 6.309114456176758, 3.502800464630127, 6.037936210632324, 3.1152491569519043, 2.770052671432495, 4.961151123046875, 5.114520072937012, 3.8589940071105957, 4.252251625061035, 1.1233854293823242, 8.491862297058105, 7.25645637512207]"
2320810,"Associated Wholesale Grocers, Inc.",United States,"Chips, Pretzels & Snacks",ALWAYS SAVE,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, CONTAINS LESS THAN 2% OF CORN SYRUP, HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE AND/OR AMMONIUM BICARBONATE).",30.0,g,PRETZEL STICKS,2022-06-21,0.0,80.0,0.0,400.0,0.0,0.0,3.3,4.67,0.0,10.0,1067.0,0.0,3.33,,,,,"[6.667487621307373, -4.532756805419922]","[7.257485389709473, 5.942495346069336, 6.33766508102417, 9.204355239868164, 9.1071138381958]","[3.4133408069610596, 7.076320171356201, 6.722317218780518, 3.219158887863159, 3.498263359069824, 6.103176593780518, 3.60943603515625, 7.041508674621582, 4.055168151855469, 11.71378231048584]","[11.10374641418457, 5.525569438934326, 5.820096492767334, 5.880195617675781, 4.800657272338867, 4.354434490203857, 4.953807353973389, 5.0869140625, 6.148177146911621, 3.5376479625701904, 5.139401912689209, 4.316553592681885, 5.8951568603515625, 5.031632423400879, 4.435165882110596, 3.7021095752716064, 3.632894992828369, 0.027359776198863983, 8.704998016357422, 10.755585670471191]"
557409,"Tom Sturgis Pretzels, Inc.",United States,"Chips, Pretzels & Snacks",,"CHOICE BLENDED WHEAT FLOUR, MALT SYRUP, CORN SYRUP, VEGETABLE SHORTENING (CONTAINS ONE OR MORE OF THE FOLLOWING: CORN, CANOLA, COTTONSEED, SUNFLOWER, SOYBEAN OIL)*, YEAST, SALT, AND SODA.",28.0,g,"TOM STURGIS, PRETZEL GEMS",2019-04-01,0.0,82.14,0.0,393.0,0.0,0.0,3.6,0.0,,7.14,1357.0,3.57,0.0,,0.0,,0.0,"[-0.6042619943618774, 15.419841766357422]","[6.560142993927002, 7.199153423309326, 3.8550450801849365, 1.1747976541519165, 6.758449077606201]","[5.101848125457764, 9.001031875610352, 6.239462375640869, 4.956372261047363, 2.0607728958129883, 8.051945686340332, 2.8862175941467285, 6.4900007247924805, 4.01613187789917, 7.794373989105225]","[9.384085655212402, 5.061952114105225, 5.517813205718994, 5.258861064910889, 5.126933574676514, 5.071532726287842, 5.382610321044922, 6.2236008644104, 6.277713775634766, 3.516658306121826, 5.9883904457092285, 2.866490125656128, 2.754621744155884, 4.895138263702393, 5.165130138397217, 3.7932376861572266, 4.301239967346191, 1.0966109037399292, 8.796744346618652, 7.256226539611816]"
1183737,"Tom Sturgis Pretzels, Inc.",United States,"Chips, Pretzels & Snacks",TOM STURGIS,"CHOICE BLENDED WHEAT FLOUR, VEGETABLE SHORTENING (CONTAINS ONE OR MORE OF THE FOLLOWING: CORN, CANOLA, COTTONSEED, SUNFLOWER, SOYBEAN OIL), MALT SYRUP, CORN SYRUP, SODA, YEAST AND SALT.",28.0,g,"TOM STURGIS, STIKS PRETZELS",2021-02-26,71.0,82.14,0.0,393.0,0.0,0.0,3.6,1.29,,7.14,893.0,3.57,5.36,,357.0,,4.3,"[-0.6009427905082703, 15.42608642578125]","[6.569108963012695, 7.200041770935059, 3.8464436531066895, 1.1543395519256592, 6.747358322143555]","[5.1225056648254395, 8.968639373779297, 6.237677097320557, 4.945549488067627, 2.0734057426452637, 8.05612564086914, 2.878593921661377, 6.473526477813721, 4.049588680267334, 7.781087875366211]","[9.385547637939453, 5.059809684753418, 5.50858211517334, 5.251904487609863, 5.127707481384277, 5.073270320892334, 5.381223201751709, 6.215613842010498, 6.281686305999756, 3.509835958480835, 6.001826763153076, 2.86236310005188, 2.746077537536621, 4.906430244445801, 5.161383152008057, 3.7987613677978516, 4.303750991821289, 1.0991982221603394, 8.79059886932373, 7.261535167694092]"
995385,"Bay Valley Foods, LLC",United States,"Chips, Pretzels & Snacks",,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, LESS THAN 2% OF: HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE, AND/OR AMMONIUM BICARBONATE).",30.0,g,MINI TWISTS PRETZELS,2020-06-26,0.0,83.33,0.0,400.0,0.0,0.0,3.3,4.8,117.0,10.0,1067.0,3.33,3.33,,0.0,,0.0,"[-9.281953811645508, 9.252178192138672]","[7.469736099243164, 6.5481462478637695, 6.619089126586914, 9.064604759216309, 9.635736465454102]","[3.5663001537323, 7.122677326202393, 6.829350471496582, 3.1951067447662354, 3.6063029766082764, 6.297919750213623, 3.892937660217285, 7.228524208068848, 4.004430770874023, 11.256975173950195]","[11.113971710205078, 5.681813716888428, 5.777243137359619, 6.074320316314697, 4.653573036193848, 4.3057990074157715, 4.565004825592041, 5.391227722167969, 6.190145969390869, 3.732820987701416, 5.177103519439697, 4.398813247680664, 5.658470630645752, 5.239116191864014, 4.203271865844727, 3.5883591175079346, 3.8455238342285156, -0.04009304195642471, 8.863075256347656, 10.784013748168945]"
995423,"Bay Valley Foods, LLC",United States,"Chips, Pretzels & Snacks",,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PEANUT BUTTER (ROASTED PEANUTS, SUGAR, SALT), SALT, LESS THAN 2% OF: HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE, AND/OR AMMONIUM BICARBONATE).",30.0,g,PEANUT BUTTER FILLED PRETZELS,2020-06-26,0.0,50.0,0.0,467.0,5.0,0.0,6.7,2.4,367.0,16.67,1100.0,6.67,23.33,,0.0,,0.0,"[-0.4607871174812317, -6.086463928222656]","[-0.1532544046640396, 3.8793303966522217, -1.2307227849960327, 2.244912624359131, 6.188584327697754]","[4.809493541717529, 7.262511730194092, 4.840341567993164, 2.1338746547698975, 5.411109447479248, 5.199588775634766, 3.0657782554626465, 11.012862205505371, 4.283212661743164, 8.53018856048584]","[11.20988655090332, 5.701787948608398, 4.607747554779053, 4.06082820892334, 5.436472415924072, 4.359416961669922, 4.488074779510498, 8.464943885803223, 6.364765644073486, 3.3197827339172363, 5.786194324493408, 5.1568708419799805, 4.189174175262451, 3.895219087600708, 4.7722883224487305, 4.931337833404541, 4.552845001220703, 1.4693583250045776, 7.688244819641113, 10.805033683776855]"
994893,"Bay Valley Foods, LLC",United States,"Chips, Pretzels & Snacks",,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PEANUT BUTTER (ROASTED PEANUTS, SUGAR, SALT), SALT, LESS THAN 2% OF: HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE, AND/OR AMMONIUM BICARBONATE).",30.0,g,PEANUT BUTTER FILLED PRETZEL BITES,2020-06-26,0.0,50.0,0.0,500.0,5.0,0.0,6.7,2.4,367.0,16.67,1100.0,6.67,23.33,,0.0,,0.0,"[-0.45999574661254883, -6.086381912231445]","[-0.16249872744083405, 3.87052321434021, -1.2213274240493774, 2.2387359142303467, 6.181363105773926]","[4.816978454589844, 7.261305332183838, 4.842077732086182, 2.1396913528442383, 5.4030680656433105, 5.202465057373047, 3.066727876663208, 11.018580436706543, 4.289459228515625, 8.527741432189941]","[11.215365409851074, 5.681957721710205, 4.6449294090271, 4.0713701248168945, 5.399229049682617, 4.397270202636719, 4.525041103363037, 8.445829391479492, 6.3272624015808105, 3.3294601440429688, 5.823615550994873, 5.143368721008301, 4.226758003234863, 3.9011974334716797, 4.79193115234375, 4.92011833190918, 4.515393257141113, 1.4600664377212524, 7.650540828704834, 10.768277168273926]"
993731,"Bay Valley Foods, LLC",United States,"Chips, Pretzels & Snacks",,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, LESS THAN 2% OF: CORN SYRUP, HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE, AND/OR AMMONIUM BICARBONATE).",30.0,g,"CLOVER VALLEY, PRETZEL STICKS",2020-06-26,0.0,80.0,0.0,400.0,0.0,0.0,3.3,4.8,117.0,10.0,1067.0,3.33,3.33,,0.0,,0.0,"[-9.275166511535645, 9.22845458984375]","[7.445163249969482, 6.502230167388916, 6.633296012878418, 9.081244468688965, 9.620015144348145]","[3.5117340087890625, 7.075193405151367, 6.805837154388428, 3.2099506855010986, 3.6400833129882812, 6.268163681030273, 3.8713274002075195, 7.187830924987793, 4.03225564956665, 11.299694061279297]","[11.09721565246582, 5.684855937957764, 5.7643842697143555, 6.080357074737549, 4.655545234680176, 4.318198204040527, 4.562656402587891, 5.378878593444824, 6.178664207458496, 3.735844373703003, 5.185018539428711, 4.411035537719727, 5.649454593658447, 5.2417426109313965, 4.205247402191162, 3.5811307430267334, 3.853728771209717, -0.05182753503322601, 8.873263359069824, 10.770284652709961]"
993681,"Bay Valley Foods, LLC",United States,"Chips, Pretzels & Snacks",,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, LESS THAN 2% OF: HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE, AND/OR AMMONIUM BICARBONATE).",30.0,g,"CLOVER VALLEY, MINI TWISTS PRETZEL",2020-06-26,0.0,83.33,0.0,400.0,0.0,0.0,3.3,4.8,117.0,10.0,1067.0,3.33,3.33,,0.0,,0.0,"[-9.282739639282227, 9.255827903747559]","[7.434569358825684, 6.5057454109191895, 6.5463056564331055, 9.121403694152832, 9.574531555175781]","[3.5474445819854736, 7.103255748748779, 6.807424068450928, 3.2100837230682373, 3.6229543685913086, 6.277687072753906, 3.8699839115142822, 7.208716869354248, 4.025811195373535, 11.27792739868164]","[11.125967025756836, 5.679965019226074, 5.786072731018066, 6.07045841217041, 4.652243614196777, 4.297276496887207, 4.5663580894470215, 5.399442672729492, 6.1979451179504395, 3.730875015258789, 5.172268867492676, 4.390600681304932, 5.6637372970581055, 5.237471580505371, 4.2020769119262695, 3.592923402786255, 3.8405673503875732, -0.03242548927664757, 8.856390953063965, 10.792913436889648]"
1014147,"Bay Valley Foods, LLC",United States,"Chips, Pretzels & Snacks",,"ENRICHED WHEAT FLOUR (CONTAINS: WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, AND FOLIC ACID), SALT, MALT, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CANOLA, CORN, SOYBEAN), LEAVENING (CONTAINS ONE OR MORE OF THE FOLLOWING: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE).",28.0,g,MINI PRETZELS,2020-06-26,0.0,71.43,0.0,321.0,0.0,0.0,3.6,3.86,,7.14,1071.0,3.57,1.79,,0.0,,0.0,"[15.841507911682129, 12.74571418762207]","[4.776371479034424, 4.974224090576172, 9.63116455078125, 14.890586853027344, 0.0937793031334877]","[5.501309871673584, 6.986561298370361, 3.960554838180542, 10.655335426330566, 1.6015055179595947, 1.009568214416504, 10.389394760131836, 2.3250820636749268, 0.04231627658009529, 3.609398365020752]","[2.0844948291778564, 4.636546611785889, 5.056056499481201, 4.784571647644043, 4.842940807342529, 11.053898811340332, 5.91328239440918, 4.409598350524902, 7.102989196777344, 5.513139724731445, 4.130637168884277, 5.153021335601807, 5.2809624671936035, 3.6612260341644287, 4.329800605773926, 5.455704689025879, 5.360518455505371, 4.212757587432861, 5.290063381195068, 5.430948734283447]"
2315517,"Bay Valley Foods, LLC",United States,"Chips, Pretzels & Snacks",SHULTZ,"ENRICHED WHEAT FLOUR (CONTAINS: WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, MALT, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CANOLA, CORN, SOYBEAN), LEAVENING (CONTAINS ONE OR MORE OF THE FOLLOWING: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE).",30.0,g,STICK PRETZELS,2022-05-23,0.0,80.0,0.0,367.0,0.0,0.0,3.3,3.6,,10.0,1600.0,3.33,1.67,,0.0,,0.0,"[15.841288566589355, 12.745689392089844]","[4.77638578414917, 4.974228858947754, 9.63112735748291, 14.890518188476562, 0.09381093829870224]","[5.50130558013916, 6.9865617752075195, 3.9605553150177, 10.655281066894531, 1.6015269756317139, 1.00958251953125, 10.389348983764648, 2.3250951766967773, 0.04234791174530983, 3.6093952655792236]","[2.084657907485962, 4.636552333831787, 5.0560526847839355, 4.784581661224365, 4.842937469482422, 11.053741455078125, 5.913266658782959, 4.409605026245117, 7.102965831756592, 5.51312255859375, 4.1306304931640625, 5.153038024902344, 5.280968189239502, 3.6612472534179688, 4.329817771911621, 5.455691337585449, 5.360508918762207, 4.21275520324707, 5.29006290435791, 5.430919647216797]"
983793,"Bay Valley Foods, LLC",United States,"Chips, Pretzels & Snacks",,"ENRICHED WHEAT FLOUR (CONTAINS: WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, AND FOLIC ACID), SALT, LEAVENING (CONTAINS ONE OR MORE OF THE FOLLOWING: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE).",21.0,g,SOURDOUGH HARD PRETZELS,2020-06-26,0.0,71.43,0.0,333.0,0.0,0.0,4.8,5.14,,9.52,1000.0,4.76,0.0,,0.0,,0.0,"[5.098738193511963, 18.493558883666992]","[11.187115669250488, 6.651155948638916, 1.2705683708190918, 10.255297660827637, 5.939595699310303]","[4.92140531539917, 7.457203388214111, 4.274251937866211, 3.7752535343170166, 2.931267499923706, 8.736445426940918, 2.577570915222168, 8.286649703979492, 0.41738268733024597, 10.995940208435059]","[11.192086219787598, 5.340261459350586, 6.277766704559326, 1.3367735147476196, 5.638216018676758, 5.6763763427734375, 4.571504592895508, 5.690304279327393, 6.160755157470703, 2.1406939029693604, 5.675426959991455, 3.117523670196533, 4.893604278564453, 5.654241561889648, 2.9047155380249023, 3.6347286701202393, 3.3317108154296875, 0.44797489047050476, 7.2222900390625, 10.124505996704102]"
512279,Kohl Corporation,United States,"Chips, Pretzels & Snacks",,"ORGANIC UNBLEACHED WHEAT FLOUR, ORGANIC BROWN RICE SYRUP, ORGANIC SUNFLOWER OIL, SALT, YEAST, SODA.",28.0,g,ORGANIC MINI TWIST PRETZELS,2019-04-01,0.0,78.57,0.0,393.0,0.0,0.0,3.6,1.29,,7.14,643.0,7.14,3.57,,0.0,,0.0,"[-4.6630167961120605, 13.403645515441895]","[7.403192043304443, -0.6192678809165955, 5.505889892578125, 2.660977840423584, 8.523369789123535]","[6.963423728942871, 9.795534133911133, 5.194109916687012, 5.652017593383789, 0.598764181137085, 5.070913791656494, 2.2396745681762695, 7.617311000823975, 4.6577301025390625, 6.192307472229004]","[9.799930572509766, 5.410277843475342, 4.8912482261657715, 5.447304725646973, 5.2713422775268555, 5.313805103302002, 5.210976600646973, 6.417463779449463, 6.599998474121094, 2.6893513202667236, 5.980015277862549, 2.651808261871338, 0.7228358387947083, 5.501730442047119, 5.11134672164917, 4.249835014343262, 4.965285301208496, 1.9324959516525269, 6.941066741943359, 6.006688117980957]"
512278,Kohl Corporation,United States,"Chips, Pretzels & Snacks",,"ORGANIC WHEAT FLOUR, ORGANIC BROWN RICE SYRUP, ORGANIC SUNFLOWER OIL, SALT, SODA.",28.0,g,ORGANIC THIN PRETZEL STICKS,2019-04-01,0.0,78.57,0.0,393.0,0.0,0.0,3.6,1.29,,7.14,643.0,3.57,3.57,,0.0,,0.0,"[-4.671996116638184, 13.40107536315918]","[7.400668621063232, -0.6391595602035522, 5.48947286605835, 2.64249324798584, 8.507686614990234]","[6.958047866821289, 9.806867599487305, 5.191095352172852, 5.664056301116943, 0.5894460082054138, 5.059704303741455, 2.2361128330230713, 7.618061065673828, 4.657046794891357, 6.191190242767334]","[9.792878150939941, 5.406113147735596, 4.881821632385254, 5.440600872039795, 5.277127265930176, 5.3173394203186035, 5.205511569976807, 6.411226272583008, 6.595242977142334, 2.6866908073425293, 5.981250762939453, 2.644710063934326, 0.7211694121360779, 5.509711265563965, 5.103949069976807, 4.247756004333496, 4.968690395355225, 1.9326298236846924, 6.933502197265625, 6.001231670379639]"
