fdc_id,brand_owner,market_country,branded_food_category,brand_name,ingredients,serving_size,serving_size_unit,description,publication_date,Calcium(mg),Carbohydrate(g),Cholesterol(mg),Energy(kcal),Saturated fatty acids(g),Trans fatty acids(g),Fiber(g),Iron(mg),"Potassium, K",Protein(g),Sodium(mg),Total sugar(g),Total fat(g),Vitamin A,"Vitamin A, IU","Vitamin A, RAE","Vitamin C, total ascorbic acid",umap_2,umap_5,umap_10,umap_20
2041577,Hannaford Bros. Co.,United States,"Chips, Pretzels & Snacks",HANNAFORD,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), HONEY, WHOLE WHEAT FLOUR, SUGAR, LESS THAN 2% OF: SALT, CANOLA OIL AND/OR SOYBEAN OIL, LEAVENING (CONTAINS ONE OR MORE OF: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE), MALTED BARLEY FLOUR, L-CYSTEINE.",30.0,g,"HANNAFORD, BAKED HONEY WHEAT PRETZEL BRAIDS",2021-10-28,0.0,83.33,0.0,400.0,0.0,0.0,3.3,3.6,133.0,6.67,600.0,13.33,3.33,,0.0,,0.0,"[-4.186061859130859, 16.30730438232422]","[12.008915901184082, 4.37883996963501, 9.06788444519043, 4.102273464202881, 6.056789398193359]","[5.125515937805176, 8.753268241882324, 6.023237705230713, 3.4219918251037598, 3.4351415634155273, 7.1363959312438965, 3.653240442276001, 7.7096686363220215, 4.768172264099121, 9.512351989746094]","[10.03237247467041, 5.29182243347168, 5.445154666900635, 5.3831329345703125, 4.890172004699707, 4.767245292663574, 5.097401142120361, 6.0535149574279785, 6.300546169281006, 3.6174168586730957, 6.089093208312988, 4.1988325119018555, 3.47526478767395, 5.349494934082031, 5.254344940185547, 3.610525608062744, 4.500860214233398, 1.2692586183547974, 7.934240341186523, 9.218212127685547]"
2041578,Hannaford Bros. Co.,United States,"Chips, Pretzels & Snacks",HANNAFORD,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), LESS THAN 2% OF: CANOLA OIL AND/OR SOYBEAN OIL, SALT, CORN SYRUP BARLEY MALT EXTRACT, LEAVENING (CONTAINS ONE OR MORE OF: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE) L-CYSTEINE.",36.0,g,"HANNAFORD, BAKED PRETZEL RODS",2021-10-28,0.0,80.56,0.0,389.0,0.0,0.0,2.8,4.0,111.0,8.33,750.0,2.78,2.78,,0.0,,0.0,"[-9.726670265197754, 2.206550359725952]","[-0.4479433000087738, 13.464946746826172, 3.3608076572418213, 6.034461498260498, 1.7593172788619995]","[3.6871376037597656, 7.293323516845703, 7.012096881866455, 3.143012046813965, 3.419483184814453, 6.403916358947754, 4.099277496337891, 7.356029987335205, 3.892437696456909, 11.267511367797852]","[11.227283477783203, 5.7370805740356445, 5.870370864868164, 6.15769624710083, 4.560126304626465, 4.167238235473633, 4.483259201049805, 5.360721111297607, 6.276495456695557, 3.844086170196533, 5.083573818206787, 4.271334171295166, 5.859089374542236, 5.312768936157227, 4.080010890960693, 3.5589308738708496, 3.8183672428131104, -0.11222071945667267, 8.999072074890137, 10.995370864868164]"
2041579,Hannaford Bros. Co.,United States,"Chips, Pretzels & Snacks",HANNAFORD,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, LESS THAN 2% OF: CORN SYRUP, CANOLA OIL AND/OR SOYBEAN OIL, BARLEY MALT EXTRACT, LEAVENING (CONTAINS ONE OR MORE OF: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE).",30.0,g,"HANNAFORD, BAKED PRETZEL STICKS",2021-10-28,0.0,80.0,0.0,400.0,0.0,0.0,3.3,4.8,117.0,10.0,1067.0,3.33,3.33,,0.0,,0.0,"[-8.729674339294434, 9.23318099975586]","[7.099735260009766, 6.856925964355469, 5.887001991271973, 8.84379768371582, 9.213415145874023]","[4.387665748596191, 7.537761688232422, 6.555985927581787, 3.4383606910705566, 3.5913379192352295, 6.503835678100586, 4.059228420257568, 7.548253059387207, 4.375461101531982, 10.20988941192627]","[10.76675033569336, 5.537771701812744, 5.584280490875244, 5.847916603088379, 4.7367730140686035, 4.53386926651001, 4.898662090301514, 5.783302307128906, 6.129208564758301, 3.5660340785980225, 5.577146053314209, 4.805091857910156, 5.079746723175049, 5.086944103240967, 4.502377033233643, 3.533841133117676, 3.978107452392578, 0.6815633773803711, 8.112983703613281, 9.78193187713623]"
1516446,Hannaford Bros. Co.,United States,"Chips, Pretzels & Snacks",HANNAFORD,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, SUGAR, MALTODEXTRIN, MUSTARD POWDER (MUSTARD [DISTILLED VINEGAR, MUSTARD SEED, SALT, TURMERIC], MALTODEXTRIN, MODIFIED CORN STARCH, NATURAL FLAVOR), LESS THAN 2% OF: SALT, VINEGAR (MALTODEXTRIN, MODIFIED CORN STARCH, VINEGAR), CORN STARCH, HONEY POWDER (REFINERY SYRUP, HONEY), YEAST EXTRACT, ONION POWDER, LEAVENING (CONTAINS ONE OR MORE OF: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE), MALIC ACID, NATURAL AND ARTIFICIAL FLAVOR, OLEORESIN OF TURMERIC.",28.0,g,"HANNAFORD, PRETZEL PIECES, HONEY MUSTARD & ONION",2021-03-19,0.0,60.71,0.0,500.0,8.93,0.0,3.6,5.14,125.0,7.14,929.0,7.14,21.43,,0.0,,0.0,"[5.392794609069824, 13.475029945373535]","[5.660691261291504, 7.498490333557129, 2.8468658924102783, 7.7137017250061035, 6.715102672576904]","[5.168150901794434, 8.09053897857666, 5.761192798614502, 3.5121588706970215, 3.5203163623809814, 6.759870529174805, 3.6719391345977783, 7.869759559631348, 4.621401786804199, 8.759034156799316]","[10.160036087036133, 5.346497535705566, 5.46090841293335, 5.408389091491699, 4.840291976928711, 4.841447353363037, 5.102435111999512, 6.375352382659912, 6.188113689422607, 3.3225204944610596, 5.999085426330566, 4.69307804107666, 3.942495346069336, 4.944315433502197, 5.112980365753174, 3.6456058025360107, 4.153323650360107, 1.465362787246704, 7.561125755310059, 8.844239234924316]"
2047724,Hannaford Bros. Co.,United States,"Chips, Pretzels & Snacks",HANNAFORD,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT LESS THAN 2% OF: CANOLA OIL AND/OR SOYBEAN OIL, CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (CONTAINS ONE OR MORE OF: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE),",30.0,g,"HANNAFORD, BAKED WAFFLE PRETZELS",2021-10-28,0.0,80.0,0.0,400.0,0.0,0.0,3.3,3.6,117.0,10.0,1067.0,3.33,3.33,,0.0,,0.0,"[-9.281651496887207, 9.288390159606934]","[7.410871505737305, 6.470439910888672, 6.409318923950195, 9.17762279510498, 9.460498809814453]","[3.704491138458252, 7.22971248626709, 6.839982032775879, 3.166407346725464, 3.5332255363464355, 6.364498138427734, 3.888554811477661, 7.3128662109375, 3.9701545238494873, 11.159419059753418]","[11.150774955749512, 5.664575576782227, 5.806941032409668, 6.036200523376465, 4.664616584777832, 4.28773307800293, 4.601863861083984, 5.408036708831787, 6.213463306427002, 3.7052698135375977, 5.164998531341553, 4.369316577911377, 5.658273696899414, 5.211528301239014, 4.232309818267822, 3.6154894828796387, 3.8196218013763428, 0.0050423466600477695, 8.806622505187988, 10.788105010986328]"
2289602,Hannaford Bros. Co.,United States,"Chips, Pretzels & Snacks",HANNAFORD,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, LESS THAN 2% OF: CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (CONTAINS ONE OR MORE OF: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE).",31.0,g,"HANNAFORD, SOUR DOUGH PRETZELS",2022-05-23,0.0,80.65,0.0,355.0,0.0,0.0,3.2,4.65,113.0,9.68,935.0,0.0,0.0,,0.0,,0.0,"[6.010988712310791, -4.562650203704834]","[10.431396484375, 4.0474629402160645, 8.43028450012207, 5.078422546386719, -0.31030145287513733]","[3.464583158493042, 7.0334930419921875, 6.226874828338623, 2.7556610107421875, 3.6792473793029785, 6.480126857757568, 2.910985231399536, 7.3084940910339355, 4.4551825523376465, 11.862310409545898]","[11.250985145568848, 5.24522066116333, 5.686624526977539, 5.409276008605957, 5.208841323852539, 4.634305000305176, 4.6266770362854, 4.947829246520996, 6.080740928649902, 3.1365230083465576, 5.112442970275879, 4.0331315994262695, 5.413817882537842, 4.530772686004639, 4.926334381103516, 4.192439079284668, 3.3000786304473877, -0.23562921583652496, 8.580177307128906, 10.895350456237793]"
2482698,Hannaford Bros. Co.,United States,"Chips, Pretzels & Snacks",HANNAFORD,"PRETZELS (SOFT RED WINTER WHEAT FLOUR, YEAST AND SODIUM BICARBONATE), CINNAMON BROWN SUGAR SEASONING (SUGAR, BROWN SUGAR, SALT, CINNAMON, NATURAL FLAVOR, MAPLE SYRUP, EXPELLER PRESSED SUNFLOWER OIL [AS A PROCESSING AID], MOLASSES, VANILLA EXTRACT, NOT MORE THAN 2% SILICON DIOXIDE ADDED TO PREVENT CAKING), EXPELLER PRESSED CANOLA OIL.",30.0,g,"CINNAMON & BROWN SUGAR FLAVORED PRETZEL PIECES, CINNAMON & BROWN SUGAR",2023-02-16,33.0,66.67,0.0,467.0,0.0,0.0,3.3,0.33,33.0,6.67,567.0,16.67,20.0,,,,,"[4.924910068511963, -5.854239463806152]","[8.902122497558594, 1.3526008129119873, 2.9973442554473877, 6.510655403137207, 2.926820755004883]","[5.9933037757873535, 5.574366092681885, 5.7597737312316895, 2.7936453819274902, 5.2148942947387695, 6.132388114929199, 4.667245864868164, 11.06436538696289, 4.210358619689941, 4.964668273925781]","[9.3894681930542, 4.843572616577148, 4.760411262512207, 5.077760696411133, 4.838949680328369, 6.383999824523926, 5.463481903076172, 9.555298805236816, 6.102563381195068, 2.4568212032318115, 5.903993606567383, 4.966155529022217, 3.910078287124634, 4.327625274658203, 4.824554920196533, 4.307545185089111, 4.366039276123047, 2.8900415897369385, 4.33806848526001, 8.928034782409668]"
1940087,"Iga, Inc.",United States,"Chips, Pretzels & Snacks",IGA,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, LESS THAN 2% OF: CANOLA OIL AND/OR SOYBEAN OIL, CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (CONTAINS ONE OR MORE OF: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE)..",30.0,g,"MINI PRETZEL TWISTS, TWISTS",2021-07-29,0.0,83.33,0.0,400.0,0.0,0.0,3.3,4.8,117.0,10.0,1067.0,3.33,3.33,,0.0,,0.0,"[-9.289802551269531, 9.288342475891113]","[7.418396949768066, 6.513929843902588, 6.398197650909424, 9.192087173461914, 9.500244140625]","[3.6999757289886475, 7.239964962005615, 6.886776924133301, 3.155867576599121, 3.5224709510803223, 6.373522758483887, 3.941699743270874, 7.3284220695495605, 3.9353487491607666, 11.156781196594238]","[11.172605514526367, 5.672138690948486, 5.822351932525635, 6.053952693939209, 4.6461920738220215, 4.262907981872559, 4.574413299560547, 5.428990364074707, 6.230761528015137, 3.7221264839172363, 5.149312973022461, 4.355714321136475, 5.687036037445068, 5.229809284210205, 4.197480201721191, 3.6115899085998535, 3.8205411434173584, -0.0031957561150193214, 8.82976245880127, 10.827401161193848]"
2118720,"Iga, Inc.",United States,"Chips, Pretzels & Snacks",IGA,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, LESS THAN 2% OF: CORN SYRUP, CANOLA OIL AND/OR SOYBEAN OIL, BARLEY MALT EXTRACT, LEAVENING (CONTAINS ONE OR MORE OF: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE).",30.0,g,PRETZEL STICKS,2021-10-28,0.0,80.0,0.0,400.0,0.0,0.0,3.3,4.8,117.0,10.0,1067.0,3.33,3.33,,0.0,,0.0,"[-8.724950790405273, 9.24626636505127]","[7.096185684204102, 6.8670172691345215, 5.88021183013916, 8.83777904510498, 9.213817596435547]","[4.395693778991699, 7.545644760131836, 6.5550713539123535, 3.4470794200897217, 3.592019557952881, 6.506124496459961, 4.0700249671936035, 7.554111957550049, 4.38319730758667, 10.201793670654297]","[10.766399383544922, 5.53819465637207, 5.584583282470703, 5.85119104385376, 4.7349395751953125, 4.533391952514648, 4.899664402008057, 5.782229423522949, 6.129487991333008, 3.5676608085632324, 5.578037738800049, 4.807159423828125, 5.082457542419434, 5.089901447296143, 4.499774932861328, 3.5307483673095703, 3.979569911956787, 0.6812257170677185, 8.114033699035645, 9.78080940246582]"
2276809,Fairway Foods Inc.,United States,"Chips, Pretzels & Snacks",HOLIDAY,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PEANUT BUTTER (ROASTED PEANUTS, SUGAR, SALT), SALT, CONTAINS LESS THAN 2% OF HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE AND/OR AMMONIUM BICARBONATE).",42.0,g,"PEANUT BUTTER FILLED PRETZEL SNACK CUP, PEANUT BUTTER",2022-05-23,48.0,57.14,0.0,500.0,3.57,0.0,0.0,6.67,310.0,16.67,1095.0,7.14,23.81,,,,,"[-8.581624031066895, 2.0498921871185303]","[-2.2253518104553223, 7.342768669128418, 12.398303985595703, -1.210436463356018, 4.421372890472412]","[2.6115546226501465, 6.880466938018799, 4.37318754196167, 1.7795164585113525, 8.810769081115723, 7.0144572257995605, 4.803616523742676, 10.306021690368652, 1.6940797567367554, 9.39409065246582]","[9.570903778076172, 4.4102044105529785, 4.2466511726379395, 4.986104488372803, 4.575859069824219, 3.730916976928711, 4.658267498016357, 6.356407642364502, 6.400768756866455, 4.893212795257568, 3.6901931762695312, 5.009158134460449, 5.116155624389648, 5.013136386871338, 4.563170433044434, 4.768648147583008, 4.673740386962891, 1.7209042310714722, 6.937169075012207, 13.986010551452637]"
1945499,"Supervalu, Inc.",United States,"Chips, Pretzels & Snacks",ESSENTIAL EVERYDAY,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PEANUT BUTTER (ROASTED PEANUTS, SUGAR, SALT), SALT, CONTAINS LESS THAN 2% OF HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE AND/OR AMMONIUM BICARBONATE).",30.0,g,"PEANUT BUTTER FILLED PRETZELS, PEANUT BUTTER",2021-07-29,0.0,56.67,0.0,467.0,3.33,0.0,3.3,4.8,0.0,16.67,1100.0,6.67,20.0,,,,,"[-8.553637504577637, 2.075829267501831]","[-2.22639799118042, 7.3429741859436035, 12.399282455444336, -1.2114801406860352, 4.422154426574707]","[2.6051011085510254, 6.878976345062256, 4.371894359588623, 1.77743661403656, 8.820444107055664, 7.019016742706299, 4.8079400062561035, 10.308899879455566, 1.686343789100647, 9.396795272827148]","[9.619243621826172, 4.457363128662109, 4.294703960418701, 4.937262535095215, 4.62446928024292, 3.77866530418396, 4.70695161819458, 6.403994560241699, 6.352506160736084, 4.846834659576416, 3.7380714416503906, 4.960707187652588, 5.068138599395752, 4.964591979980469, 4.5606889724731445, 4.765152931213379, 4.624518871307373, 1.6723557710647583, 6.985829830169678, 13.941404342651367]"
2417137,"Supervalu, Inc.",United States,"Chips, Pretzels & Snacks",ESSENTIAL EVERYDAY,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), HONEY, SUGAR, WHOLE WHEAT FLOUR, CONTAINS LESS THAN 2% OF SALT, HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, LEAVENING (YEAST, SODIUM BICARBONATE AND/OR AMMONIUM BICARBONATE), MALTED BARLEY FLOUR, L-CYSTEINE.",30.0,g,"HONEY WHEAT, PRETZEL BRAIDS, HONEY WHEAT",2022-12-22,0.0,83.33,0.0,400.0,0.0,0.0,3.3,4.67,0.0,10.0,600.0,16.67,3.33,,,,,"[-4.186880111694336, 16.307567596435547]","[12.010395050048828, 4.377989768981934, 9.06954574584961, 4.100977897644043, 6.0561957359313965]","[5.126223087310791, 8.756954193115234, 6.025883674621582, 3.418837785720825, 3.433318614959717, 7.139214992523193, 3.653979778289795, 7.709670543670654, 4.771087646484375, 9.515175819396973]","[10.031880378723145, 5.291869640350342, 5.444814682006836, 5.383042335510254, 4.889954566955566, 4.767487049102783, 5.097617149353027, 6.053842544555664, 6.300545692443848, 3.6176552772521973, 6.089361190795898, 4.198659420013428, 3.474492311477661, 5.349798202514648, 5.254391670227051, 3.6105520725250244, 4.501447677612305, 1.270064353942871, 7.9339470863342285, 9.217203140258789]"
2576748,"Supervalu, Inc.",United States,"Chips, Pretzels & Snacks",ESSENTIAL EVERYDAY,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, CONTAINS LESS THAN 2% OF CORN SYRUP, HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE AND/OR AMMONIUM BICARBONATE).",30.0,GRM,MINI PRETZELS,2023-06-29,30.0,80.0,0.0,400.0,0.0,0.0,3.3,6.67,140.0,10.0,1067.0,3.33,3.33,,,,,"[6.670156478881836, -4.533545970916748]","[7.258801460266113, 5.943051815032959, 6.340658664703369, 9.205597877502441, 9.110733985900879]","[3.412365674972534, 7.07582950592041, 6.723670959472656, 3.2190682888031006, 3.4981026649475098, 6.102745532989502, 3.6103339195251465, 7.04128360748291, 4.054389953613281, 11.715288162231445]","[11.104290008544922, 5.526784420013428, 5.820699691772461, 5.881618499755859, 4.7994303703308105, 4.353176593780518, 4.953509330749512, 5.0869951248168945, 6.148609161376953, 3.539055109024048, 5.139044284820557, 4.316730499267578, 5.896728992462158, 5.033013343811035, 4.433619499206543, 3.7012710571289062, 3.63364577293396, 0.026683399453759193, 8.706307411193848, 10.75701904296875]"
2043224,"Supervalu, Inc.",United States,"Chips, Pretzels & Snacks",ESSENTIAL EVERYDAY,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, LESS THAN 2% OF: CORN SYRUP, CANOLA OIL AND/OR SOYBEAN OIL, BARLEY MALT EXTRACT, LEAVENING (CONTAINS ONE OR MORE OF: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE).",30.0,g,PRETZEL STICKS,2021-10-28,0.0,80.0,0.0,400.0,0.0,0.0,3.3,4.8,,10.0,1067.0,3.33,3.33,,0.0,,0.0,"[-8.725126266479492, 9.246190071105957]","[7.096354961395264, 6.864991664886475, 5.880615234375, 8.83823299407959, 9.212886810302734]","[4.394650459289551, 7.545151710510254, 6.555244445800781, 3.4466257095336914, 3.5915777683258057, 6.5067138671875, 4.068867206573486, 7.553286075592041, 4.382441997528076, 10.203112602233887]","[10.766944885253906, 5.538361549377441, 5.584544658660889, 5.851172924041748, 4.734964370727539, 4.533131122589111, 4.899433612823486, 5.782099723815918, 6.129430770874023, 3.5677409172058105, 5.57769775390625, 4.807120323181152, 5.083024024963379, 5.089705467224121, 4.499499320983887, 3.5309689044952393, 3.979393482208252, 0.6807031631469727, 8.114415168762207, 9.781838417053223]"
2102232,"Supervalu, Inc.",United States,"Chips, Pretzels & Snacks",ESSENTIAL EVERYDAY,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, LESS THAN 2% OF: CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (CONTAINS ONE OR MORE OF: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE).",31.0,g,SOURDOUGH PRETZEL NUGGETS,2021-10-28,0.0,80.65,0.0,355.0,0.0,0.0,3.2,4.65,,9.68,935.0,0.0,0.0,,0.0,,0.0,"[6.01095724105835, -4.5626397132873535]","[10.431062698364258, 4.047434329986572, 8.43015193939209, 5.078567028045654, -0.3101053237915039]","[3.4646267890930176, 7.033316612243652, 6.226803302764893, 2.755371570587158, 3.6792454719543457, 6.480119705200195, 2.9108197689056396, 7.30875301361084, 4.455103397369385, 11.862257957458496]","[11.251358985900879, 5.245563983917236, 5.686668872833252, 5.407809257507324, 5.210082054138184, 4.634581565856934, 4.6255903244018555, 4.947983741760254, 6.0804123878479, 3.1354241371154785, 5.112800121307373, 4.033073425292969, 5.410939693450928, 4.529311656951904, 4.928374767303467, 4.193741798400879, 3.2990670204162598, -0.23590144515037537, 8.579079627990723, 10.894574165344238]"
2427571,"Schnuck Markets, Inc.",United States,"Chips, Pretzels & Snacks",SCHNUCKS,"UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE-B1, RIBOFLAVIN B-2, FOLIC ACID), MALT, SALT, SOYBEAN OIL.",28.0,g,MINI PRETZELS,2022-12-22,0.0,82.14,0.0,393.0,0.0,0.0,7.1,3.57,0.0,10.71,1714.0,3.57,1.79,,,,,"[-0.8385078310966492, 13.360400199890137]","[6.642418384552002, 7.908370494842529, 3.6420845985412598, 7.27836275100708, 6.915593147277832]","[4.661374568939209, 7.662520408630371, 6.096510410308838, 3.799928665161133, 3.2964110374450684, 7.271482944488525, 3.1248185634613037, 7.142168998718262, 4.531932353973389, 9.432050704956055]","[10.429533958435059, 5.360316753387451, 5.651115894317627, 5.382466793060303, 5.239869117736816, 4.748607158660889, 4.890630722045898, 5.748752117156982, 6.024600028991699, 3.2852623462677, 5.4919304847717285, 4.043937683105469, 4.118056774139404, 4.908217906951904, 5.075991630554199, 3.861898183822632, 3.718165874481201, 0.7685136198997498, 8.128612518310547, 8.938289642333984]"
2427568,"Schnuck Markets, Inc.",United States,"Chips, Pretzels & Snacks",SCHNUCKS,"UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE-B1, RIBOFLAVIN B-2, FOLIC ACID), MALT, SALT, SOYBEAN OIL.",28.0,g,PRETZEL STICKS,2022-12-22,0.0,82.14,0.0,393.0,0.0,0.0,7.1,3.57,0.0,10.71,1714.0,3.57,1.79,,,,,"[-0.8367828130722046, 13.366738319396973]","[6.639835357666016, 7.905552387237549, 3.642977714538574, 7.280220985412598, 6.91453218460083]","[4.666536331176758, 7.667634963989258, 6.092018127441406, 3.802541971206665, 3.293844223022461, 7.269326210021973, 3.127929449081421, 7.139471530914307, 4.5321478843688965, 9.420875549316406]","[10.426941871643066, 5.359075546264648, 5.647078037261963, 5.38096284866333, 5.236294746398926, 4.750697612762451, 4.893080234527588, 5.755397796630859, 6.026820659637451, 3.2855277061462402, 5.495843887329102, 4.047860622406006, 4.118952751159668, 4.904895782470703, 5.074807167053223, 3.862332820892334, 3.7221710681915283, 0.7747317552566528, 8.124021530151367, 8.936694145202637]"
2134097,"Schnuck Markets, Inc.",United States,"Chips, Pretzels & Snacks",SCHNUCKS,"UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE-B1, RIBOFLAVIN B-2, FOLIC ACID), SUGAR, HONEY POWDER, SALT, SOYBEAN OIL, MALT, YEAST.",28.0,g,"HONEY WHEAT BRAIDED PRETZELS, HONEY WHEAT",2021-10-28,0.0,82.14,0.0,393.0,0.0,0.0,7.1,3.57,0.0,10.71,1714.0,7.14,1.79,,,,,"[-0.8048576712608337, 13.423763275146484]","[6.639298439025879, 7.904534339904785, 3.6724493503570557, 7.2185869216918945, 6.960410118103027]","[4.7307209968566895, 7.714564323425293, 6.032162189483643, 3.794790744781494, 3.298408269882202, 7.221899509429932, 3.1752655506134033, 7.150391101837158, 4.544858932495117, 9.320228576660156]","[10.40921401977539, 5.359551429748535, 5.613839626312256, 5.380440711975098, 5.194156169891357, 4.756976127624512, 4.910722732543945, 5.799084186553955, 6.044153213500977, 3.2938411235809326, 5.532336235046387, 4.107067584991455, 4.135928153991699, 4.879846572875977, 5.061455249786377, 3.8528125286102295, 3.7582340240478516, 0.8179593086242676, 8.071081161499023, 8.905767440795898]"
2427573,"Schnuck Markets, Inc.",United States,"Chips, Pretzels & Snacks",SCHNUCKS,"UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE-B1, RIBOFLAVIN B-2, FOLIC ACID), SALT, SOYBEAN OIL, MALT, YEAST.",28.0,g,PRETZEL RODS,2022-12-22,0.0,82.14,0.0,393.0,0.0,0.0,7.1,3.57,0.0,10.71,1429.0,3.57,1.79,,,,,"[-0.7999065518379211, 13.430540084838867]","[6.585276126861572, 7.8451313972473145, 3.6622207164764404, 7.262519359588623, 6.922497272491455]","[4.73565149307251, 7.708446979522705, 6.0238847732543945, 3.785337209701538, 3.3060388565063477, 7.207244396209717, 3.1817522048950195, 7.159988880157471, 4.543011665344238, 9.315339088439941]","[10.390922546386719, 5.351841926574707, 5.594511985778809, 5.375912666320801, 5.175353527069092, 4.76887845993042, 4.927745819091797, 5.8310651779174805, 6.0560197830200195, 3.2978320121765137, 5.5541605949401855, 4.116018772125244, 4.134746551513672, 4.867003917694092, 5.053412914276123, 3.8549323081970215, 3.783559799194336, 0.8527057766914368, 8.052953720092773, 8.887702941894531]"
