fdc_id,branded_food_category,brand_owner,market_country,description,ingredients,serving_size,serving_size_num,serving_size_unit,Energy(kcal)_zero_thres,Carbohydrate(g)_zero_thres,Total fat(g)_zero_thres,Protein(g)_zero_thres,Sodium(mg)_zero_thres,Total sugar(g)_zero_thres,Saturated fatty acids(g)_zero_thres,Cholesterol(mg)_zero_thres,Calcium(mg)_zero_thres,Fiber(g)_zero_thres,Iron(mg)_zero_thres
2451492,"Chips, Pretzels & Snacks",Target Stores,United States,"BLACK TRUFFLE HOT SAUCE FLAVORED KETTLE COOKED POTATO CHIPS, BLACK TRUFFLE HOT SAUCE","POTATOES, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CANOLA, CORN, COTTONSEED, SAFFLOWER, AND/OR SUNFLOWER), SEA SALT, CAYENNE PEPPER SAUCE (AGED RED CAYENNE PEPPERS, DISTILLED VINEGAR, SALT, GARLIC), MALTODEXTRIN, SUGAR, NATURAL FLAVOR, CAROB POWDER, CHILE DE ARBOL PEPPER, YEAST EXTRACT, BLACK TRUFFLE, SALT, CITRIC ACID, WHITE DISTILLED VINEGAR, PAPRIKA EXTRACT.",,,,,,,,,,,,,,
2451436,"Chips, Pretzels & Snacks",Family Dollar Stores Inc.,United States,"CORN CHIPS, CORN","CORN. VEGETABLE OIL (CONSISTING OF ONE OR MORE OF THE FOLLOWING: CORN, CANOLA, SUNFLOWER, OR SOYBEAN), AND SALT.",,,,,,,,,,,,,,
2451430,"Chips, Pretzels & Snacks","Meijer, Inc.",United States,"SWEET MAUI STYLE ONION CRINKLE KETTLE POTATO CHIPS, SWEET MAUI STYLE ONION","POTATOES, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CORN, SUNFLOWER, OR CANOLA OIL), SEASONING (DEXTROSE, CORN MALTODEXTRIN, ONION POWDER, SALT, SUGAR, FRUCTOSE, YEAST EXTRACT, GARLIC POWDER, CARAMEL COLOR, SPICES, GROUND PAPRIKA, NATURAL FLAVOR, ONION EXTRACT, EXTRACTIVES OF TURMERIC AND PAPRIKA [COLORS]), AND SEA SALT.",,,,,,,,,,,,,,
2451654,"Chips, Pretzels & Snacks",Quinn Foods LLC,United States,"PLANT BASED CHEEZY STYLE FILLED PRETZEL NUGGETS, PLANT BASED CHEEZY STYLE FILLED","CASSAVA FLOUR, SUNFLOWER OIL, LENTIL FLOUR, POTATO STARCH, TAPIOCA STARCH, YEAST, SORGHUM FLOUR, PALM OIL, SALT, HEMP HEART FLOUR, SUGAR, YEAST EXTRACT, LACTIC ACID, GARLIC POWDER, ONION POWDER, SUNFLOWER LECITHIN, PAPRIKA OLEORESIN (AS COLOR), MIXED TOCOPHEROLS (TO RETAIN FRESHNESS).",,,,,,,,,,,,,,
2451431,"Chips, Pretzels & Snacks","Meijer, Inc.",United States,"BUFFALO CHICKEN DIP FLAVORED CRINKLE KETTLE POTATO CHIPS, BUFFALO CHICKEN DIP","POTATOES, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CORN, SUNFLOWER, OR CANOLA OIL), SEASONING (CORN MALTODEXTRIN, CAYENNE PEPPER SAUCE [AGED CAYENNE PEPPERS, DISTILLED VINEGAR, SALT, GARLIC POWDER], HYDROLYZED CORN PROTEIN, MONOSODIUM GLUTAMATE, CHICKEN FAT POWDER, SUGAR, NATURAL FLAVOR, CITRIC ACID, PAPRIKA POWDER, SALT, SPICES, ONION POWDER, AUTOLYZED YEAST EXTRACT, MOLASSES POWDER, GARLIC POWDER, EXTRACTIVE OF PAPRIKA [COLOR], SPICE EXTRACTS, SODIUM DIACETATE, MODIFIED FOOD STARCH, DISODIUM INOSINATE & DISODIUM GUANYLATE), AND SEA SALT.",,,,,,,,,,,,,,
2453940,"Chips, Pretzels & Snacks",Kitchen Cooked Inc.,United States,KETTLE KURLS CHEESE,"CORNMEAL, SOYBEAN OIL, FULLY HYDROGENATED SOYBEAN OIL, TBHQ AND CITRIC ACID (TO PRESERVE FRESHNESS), WHEY (FROM MILK), MALTODEXTRIN, CHEDDAR CHEESE (MILK, CHEESE CULTURE, SALT, ENZYMES), SUNFLOWER OIL, SALT, SODIUM PHOSPHATE, BLUE CHEESE (MILK, CHEESE CULTURE, SALT, ENZYMES), CONTAINS LESS THAN 2% OF YELLOW 6, YELLOW 5, LACTIC ACID. CONTAINS LESS THAN 1% OF NONFAT DRY MILK, DEXTRIN, AUTOLYZED YEAST, WHEY SOLIDS (MILK), SOUR CREAM POWDER {(CREAM, CULTURES AND LACTIC ACID), CULTURED NONFAT MILK SOLIDS AND CITRIC ACID}, BUTTER MILK SOLIDS, MONOSODIUM GLUTAMATE, CHEDDAR CHEESE POWDER {CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT AND ENZYMES) AND DISODIUM PHOSPHATE}, SILICON DIOXIDE, NATURAL AND ARTIFICIAL FLAVORS, DEXTROSE, I+G (DISODIUM INOSINATE AND DISODIUM GUANYLATE), PALM OIL AND BHA.",,,,,,,,,,,,,,
2453544,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"ZESTY RANCH VEGETABLE AND POTATO SNACK, ZESTY RANCH","POTATO STARCH, POTATO FLOUR, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL, SPINACH POWDER, TOMATO PASTE, SALT, CANE SUGAR, CORN STARCH, POTASSIUM CHLORIDE, TURMERIC (COLOR), BEETROOT POWDER (COLOR), SEASONING (SALT, BUTTERMILK, NATURAL FLAVORS, COCONUT OIL, MALTODEXTRIN, GARLIC POWDER, YEAST EXTRACT, SOUR CREAM [CREAM, NONFAT MILK, CULTURES], DEXTROSE, ONION POWDER, TOMATO POWDER, CREAM, CITRIC ACID, CULTURED NONFAT MILK, SPICES [INCLUDING CELERY SEED], PAPRIKA, SUGAR, LACTIC ACID, MALIC ACID, VINEGAR, NONFAT MILK, SODIUM CASEINATE).",,,,,,,,,,,,,,
2453709,"Chips, Pretzels & Snacks","Fareway Stores, Inc.",United States,"KETTLE COOKED POTATO CHIPS, SALT & PEPPER","POTATOES, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: SUNFLOWER, CORN, OR CANOLA OIL), SEA SALT, MALTODEXTRIN, SPICES, SUGAR, ONION POWDER, GARLIC POWDER, YEAST EXTRACT, CITRIC ACID, SOYBEAN OIL, VINEGAR, AND NATURAL FLAVORS.",,,,,,,,,,,,,,
2454202,"Chips, Pretzels & Snacks","1908 Brands, Inc. ",United States,"CRUNCHY APPLE CHIPS, MANGO","APPLES, FILTERED WATER, MANGO JUICE CONCENTRATE, NATURAL FLAVORS, ORGANIC LEMON JUICE.",,,,,,,,,,,,,,
2454200,"Chips, Pretzels & Snacks",Shopko Stores Inc.,United States,"POTATO CHIPS, CLASSIC WAVY","POTATOES, CANOLA AND/OR SUNFLOWER OIL, SALT.",,,,,,,,,,,,,,
2454234,"Chips, Pretzels & Snacks","Meijer, Inc.",United States,"PEA CRISPS ORGANIC BAKED PEA & RICE SNACK, PEA CRISPS","ORGANIC WHOLE GREEN PEA FLOUR, ORGANIC BROWN RICE FLOUR, ORGANIC VEGETABLE OIL (SUNFLOWER, SAFFLOWER, AND/OR CANOLA), SEA SALT.",,,,,,,,,,,,,,
2453973,"Chips, Pretzels & Snacks",Harris-Teeter Inc.,United States,"WASABI PEAS, WASABI","GREEN PEAS, GLUTINOUS RICE, SUGAR, PALM OIL, CORN STARCH, SALT, WASABI POWDER (MALTODEXTRIN, MUSTARD, CORN STARCH), COLORING FD&C BLUE #1 AND YELLOW #5.",,,,,,,,,,,,,,
2453956,"Chips, Pretzels & Snacks","Wegmans Food Markets, Inc. ",United States,"POTATO CHIPS, BUFFALO STYLE BLUE CHEESE","POTATOES, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CORN, SUNFLOWER, OR CANOLA OIL), MALTODEXTRIN (FROM CORN), SALT, WHEY POWDER, SUGAR, CORN STARCH, SPICE, AUTOLYZED YEAST EXTRACT, GUM ARABIC, NATURAL FLAVOR, CITRIC ACID, RED PEPPER SAUCE (SPICES, VINEGAR, SALT, GARLIC), VINEGAR, GARLIC POWDER, SOYBEAN OIL, CARAMEL COLOR, PAPRIKA OLEORESIN (COLOR), BLUE CHEESE (MILK, CULTURES, SALT, ENZYMES), ONION POWDER.",,,,,,,,,,,,,,
2453998,"Chips, Pretzels & Snacks","GLK Foods, LLC",United States,"PERFECTLY SEASONED ROASTED CHICKPEAS, GARLIC PARM","ROASTED CHICKPEAS, CANOLA OR SUNFLOWER OIL, SALT, PARMESAN FLAVOR (MALTODEXTRIN, WHEY SOLIDS, NATURAL PARMESAN CHEESE FLAVOR, SALT), CHEDDAR CHEESE POWDER (CHEDDAR CHEESE [MILK, CHEESE CULTURES, SALT, ENZYMES], WHEY, BUTTERMILK, MALTODEXTRIN, SALT, DISODIUM PHOSPHATE), GARLIC POWDER, YEAST EXTRACT, PARMESAN CHEESE FLAVOR (PARMESAN CHEESE [PASTEURIZED MILK, CULTURES, SALT, ENZYMES], MALTODEXTRIN, WHEY, NATURAL FLAVOR, YEAST EXTRACT, SALT), WHEY POWDER SPICE, SILICON DIOXIDE (ANTI-CAKING).",,,,,,,,,,,,,,
2452904,"Chips, Pretzels & Snacks","Wise Foods, Inc.",United States,"ORIGINAL FLAVORED RIGGED POTATO CHIPS, ORIGINAL","POTATOES, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CORN, COTTONSEED, SUNFLOWER, OR CANOLA OIL), SALT.",,,,,,,,,,,,,,
2452947,"Chips, Pretzels & Snacks",Smart & Final Iris Corporation,United States,"BLAZIN' HOT CHEESE CRUNCHIES CORN SNACKS, BLAZIN' HOT CHEESE","DEGERMED YELLOW CORNMEAL, VEGETABLE OIL (SUNFLOWER, SAFFLOWER, CANOLA, CORN, COTTONSEED AND/OR RICE), SALT, WHEY POWDER, CHEDDAR CHEESE POWDER (CHEDDAR CHEESE [MILK, CHEESE CULTURES, SALT, ENZYMES], WHEY POWDER, MALTODEXTRIN, BUTTERMILK, NATURAL FLAVOR, CITRIC ACID, LACTIC ACID), SUGAR, YEAST, DEXTROSE, ONION POWDER, HYDROLYZED SOY PROTEIN, GARLIC POWDER, CORN STARCH, MONOSODIUM GLUTAMATE, CITRIC ACID, RED 40 LAKE, CORN SYRUP SOLIDS, NATURAL FLAVOR, DISODIUM INOSINATE, DISODIUM GUANYLATE.",,,,,,,,,,,,,,
2452694,"Chips, Pretzels & Snacks",Jackson's Honest Chips,United States,"SEA SALT KETTLE COOKED SWEET POTATO CHIPS, SEA SALT","SWEET POTATOES, AVOCADO OIL, SEA SALT.",,,,,,,,,,,,,,
2452588,"Chips, Pretzels & Snacks",GS1 Mexico,United States,"FUEGO HOT CHILI PEPPER & LIME ARTIFICIALLY FLAVORED POTATO CRISPS, FUEGO HOT CHILI PEPPER & LIME","DRIED POTATOES, VEGETABLE OIL (PALM AND/OR SUNFLOWER AND/OR CORN AND/OR CANOLA OIL), SEASONING [MALTODEXTRIN, SALT, CITRIC ACID, HYDROLYZED CORN PROTEIN, SUGAR, MONOSODIUM GLUTAMATE, MODIFIED CORN STARCH, ACETIC ACID, NATURAL AND ARTIFICIAL FLAVORS, ONION POWDER, SILICON DIOXIDE, CARMINE LAKE, RED 40 LAKE, GARLIC POWDER, DISODIUM INOSINATE, DISODIUM GUANYLATE, PAPRIKA EXTRACT, YELLOW 6 LAKE, MONO AND DIGLYCERIDES], CORN FLOUR AND/OR CORN MEAL, RICE FLOUR AND/OR RICE MEAL, MALTODEXTRIN, MONO AND DIGLYCERIDES, CORN STARCH.",,,,,,,,,,,,,,
2452802,"Chips, Pretzels & Snacks",Smart & Final Iris Corporation,United States,"SPICY CHILI & LIME ROLLED CORN TORTILLA CHIPS, SPICY CHILI & LIME","CORN, VEGETABLE OIL (SUNFLOWER, SAFFLOWER, CORN, CANOLA, COTTONSEED, AND/OR RICE), SALT, CITRIC ACID, SUGAR**, YEAST EXTRACT, HYDROLYZED SOY PROTEIN, SODIUM DIACETATE, CORN MALTODEXTRIN, RED 40 LAKE, YELLOW 6 LAKE, ONION POWDER, PAPRIKA OLEORESIN (COLOR), NATURAL FLAVOR (INCLUDING EXTRACTIVE OF RED CHILI PEPPER & LIME).",,,,,,,,,,,,,,
2453475,"Chips, Pretzels & Snacks","Snyder's-Lance, Inc.",United States,"SEA SALT & VINEGAR POTATO CHIPS, SEA SALT & VINEGAR","POTATOES, VEGETABLE OILS (CANOLA, SUNFLOWER AND/OR SAFFLOWER), VINEGAR POWDER (CORN MALTODEXTRIN, DISTILLED WHITE VINEGAR), SEA SALT, CITRIC ACID.",,,,,,,,,,,,,,
2453260,"Chips, Pretzels & Snacks",Target Stores,United States,"WHITE CORN TORTILLA BITE-SIZE ROUNDS, WHITE CORN","ORGANIC GROUND WHITE CORN, ORGANIC VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: ORGANIC SUNFLOWER, ORGANIC SAFFLOWER, OR ORGANIC CANOLA OIL), SEA SALT.",,,,,,,,,,,,,,
2401541,"Chips, Pretzels & Snacks",Pinnacle Foods Group LLC,United States,"SWEET & TANGY GINGER FLAVORED KETTLE STYLE POTATO CHIPS, SWEET & TANGY GINGER","POTATOES, VEGETABLE OIL (CORN OIL AND/OR SUNFLOWER OIL), SUGAR, VINEGAR POWDER (MALTODEXTRIN, WHITE DISTILLED VINEGAR), SALT, SPICE, CITRIC ACID, SPICE EXTRACTIVE.",,,,,,,,,,,,,,
2401532,"Chips, Pretzels & Snacks","Fasttrak Foods, LLC",United States,"ORIGINAL PICANTE DUROS HOT SAUCE, ORIGINAL","POTATO STARCH, POTATO FLOUR, CORN FLOUR, RICE FLOUR, CORN STARCH, YELLOW PEA FLOUR, SALT, TURMERIC, POTATO/CORN DUROS, CANOLA, SUNFLOWER AND OR SAFFLOWER OIL, TAPIOCA MALTODEXTRIN, SALT, SODIUM DIACETATE, CHILE PEPPER, SPICES, RICE CONCENTRATE, GARLIC POWDER, YEAST EXTRACT, EXTRACTIVE OF PAPRIKA AND NATURAL FLAVOR.",,,,,,,,,,,,,,
2401531,"Chips, Pretzels & Snacks","Fasttrak Foods, LLC",United States,"ORIGINAL PICANTE DUROS HOT SAUCE, ORIGINAL","POTATO STARCH, POTATO FLOUR, CORN MEAL, RICE FLOUR, CORN STARCH, YELLOW PEA FLOUR, SALT, TURMERIC, POTATO/CORN DUROS, CANOLA, SUNFLOWER AND OR SAFFLOWER OIL, TAPIOCA MALTODEXTRIN, SALT, SODIUM DIACETATE, CHILE PEPPER, SPICES, RICE CONCENTRATE, GARLIC POWDER, YEAST EXTRACT, EXTRACTIVE OF PAPRIKA AND NATURAL FLAVOR.",,,,,,,,,,,,,,
2401520,"Chips, Pretzels & Snacks",First International Health Foods Ltd.,United States,"BLUE CORN ORGANIC TORTILLA CHIPS, BLUE CORN","ORGANIC WHOLE GRAIN BLUE CORN FLOUR MASA, ORGANIC VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: ORGANIC SUNFLOWER, ORGANIC SAFFLOWER OIL), SEA SALT.",,,,,,,,,,,,,,
2401456,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"SEA SALT BLUE CORN CHIPS, SEA SALT","ORGANIC BLUE CORN, ORGANIC CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL, SEA SALT, CITRIC ACID.",,,,,,,,,,,,,,
2401455,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"ORIGINAL GRAIN FREE TORTILLA CHIPS, ORIGINAL","ORGANIC CASSAVA FLOUR, HIGH OLEIC SUNFLOWER OIL, ORGANIC SUNFLOWER SEED MEAL, CHIA SEED, SEASONING (TAPIOCA SYRUP SOLIDS, SEA SALT, ORANGE OIL, LEMON OIL, LIME OIL, NATURAL FLAVORS).",,,,,,,,,,,,,,
2401457,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"SEA SALT ORGANIC CORN CHIPS, SEA SALT","ORGANIC YELLOW AND WHITE CORN, ORGANIC EXPELLER PRESSED SUNFLOWER OIL AND/OR SAFFLOWER OIL AND/OR CANOLA OIL, SEA SALT.",,,,,,,,,,,,,,
2401453,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"BLUE CORN TORTILLA CHIPS, BLUE","ORGANIC BLUE CORN, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL, SEA SALT.",,,,,,,,,,,,,,
2401630,"Chips, Pretzels & Snacks",Fresh Gourmet Company,United States,"LIGHTLY SALTED TORTILLA STRIPS, LIGHTLY SALTED","WHOLE GRAIN CORN MASA FLOUR, SUNFLOWER AND/OR SAFFLOWER OIL, SEA SALT.",,,,,,,,,,,,,,
2401628,"Chips, Pretzels & Snacks",GS1 Mexico,United States,"JALAPENO ARTISAN STYLE KETTLE COOKED POTATO CHIPS, JALAPENO","POTATOES, VEGETABLE OIL (PALM AND/OR CANOLA AND/OR SOYBEAN OIL), MALTODEXTRIN, SALT, MONOSODIUM GLUTAMATE, GARLIC & ONION POWDER, FOOD STARCH-MODIFIED, WHEY (MILK), SUGAR, CITRIC ACID, ACETIC ACID, NATURAL AND ARTIFICIAL FLAVORS, YEAST EXTRACT (WHEAT, DISODIUM INOSINATE, DISODIUM GUANYLATE, ARTIFICIAL COLORS (YELLOW 5, YELLOW 6), SODIUM CASEINATE (MILK), DIPOTASSIUM PHOSPHATE, MONO- AND DIGLYCERIDES, BHA (ANTIOXIDANT).",,,,,,,,,,,,,,
2401627,"Chips, Pretzels & Snacks",GS1 Mexico,United States,"HABANERO ARTISAN STYLE KETTLE COOKED POTATO CHIPS, HABANERO","POTATOES, VEGETABLE OIL (PALM AND/OR CANOLA AND/OR SOYBEAN), MALTODEXTRIN, SALT, SUGAR, NATURAL AND ARTIFICIAL FLAVORS, CITRIC ACID, MONOSODIUM GLUTAMATE, FOOD STARCH-MODIFIED, ARTIFICIAL COLORS (YELLOW 5 LAKE, YELLOW 6 LAKE).",,,,,,,,,,,,,,
2401626,"Chips, Pretzels & Snacks",Krause Gentle Corporation,United States,"SALT & PEPPER FLAVORED KETTLE COOKED POTATO CHIPS, SALT & PEPPER","POTATOES, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CORN, SUNFLOWER, OR CANOLA OIL), SEA SALT, SPICES, SUGAR, CORN SYRUP SOLIDS, MODIFIED CORN STARCH, WHEY, MONOSODIUM GLUTAMATE, ONION AND GARLIC POWDER, AUTOLYZED YEAST EXTRACT, HYDROLYZED SOY PROTEIN, SODIUM DIACETATE, CITRIC ACID, LACTOSE, SODIUM CASEINATE, DISODIUM INOSINATE AND DISODIUM GUANYLATE, CARAMEL COLOR, AND NATURAL FLAVOR.",,,,,,,,,,,,,,
2401625,"Chips, Pretzels & Snacks",Krause Gentle Corporation,United States,"ORIGINAL KETTLE COOKED POTATO CHIPS, ORIGINAL","POTATOES, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CORN, SUNFLOWER, OR CANOLA OIL), SEA SALT.",,,,,,,,,,,,,,
2401454,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"WHITE CORN TORTILLA CHIPS, WHITE","ORGANIC WHITE CORN, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL, SEASONING (SALT, MALTODEXTRIN, EVAPORATED CANE SUGAR, NATURAL LIME FLAVOR WITH OTHER NATURAL FLAVORS, CITRIC ACID, VINEGAR, ORANGE PEEL).",,,,,,,,,,,,,,
2401452,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"WHITE CORN ORGANIC TORTILLA CHIPS BOWLS, WHITE CORN","ORGANIC WHITE CORN, ORGANIC EXPELLER PRESSED SAFFLOWER OIL AND/OR SUNFLOWER OIL, SEA SALT.",,,,,,,,,,,,,,
2401451,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,GRAIN FREE TORTILLA CHIPS,"ORGANIC CASSAVA FLOUR, HIGH OLEIC SUNFLOWER OIL, ORGANIC SUNFLOWER SEED MEAL, SEASONING (DEHYDRATED ONION, DEHYDRATED GARLIC, SEA SALT, BLACK PEPPER, SESAME OIL), CHIA SEED.",,,,,,,,,,,,,,
2401315,"Chips, Pretzels & Snacks",Pinnacle Foods Group LLC,United States,WAVY POTATO CHIPS,"POTATOES, VEGETABLE OIL (CORN OIL AND/OR SUNFLOWER OIL), SALT.",,,,,,,,,,,,,,
2401311,"Chips, Pretzels & Snacks",Pinnacle Foods Group LLC,United States,"ORIGINAL POTATO CHIPS, ORIGINAL","POTATOES, VEGETABLE OIL (CORN OIL AND/OR SUNFLOWER OIL), SALT.",,,,,,,,,,,,,,
2401310,"Chips, Pretzels & Snacks",Pinnacle Foods Group LLC,United States,"RICH PRETZELS THE POUNDER STICKS, RICH","ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, CORN SYRUP, VEGETABLE OIL (CANOLA OIL, CORN OIL AND/OR SOYBEAN OIL), YEAST.",,,,,,,,,,,,,,
2401308,"Chips, Pretzels & Snacks",Pinnacle Foods Group LLC,United States,"SOUR CREAM & ONION FLAVORED POTATO CHIPS, SOUR CREAM & ONION","POTATOES, VEGETABLE OIL (CORN OIL AND/OR SUNFLOWER OIL), NONFAT DRY MILK, ONION POWDER, SOUR CREAM (CREAM, NONFAT MILK, CULTURES), WHEY, SALT, BUTTERMILK POWDER, DEXTROSE, CORN STARCH, SUGAR, MONOSODIUM GLUTAMATE, NATURAL FLAVORS, MALTODEXTRIN, CITRIC ACID, DEHYDRATED PARSLEY, ONION CONCENTRATE, BHA (AS PRESERVATIVE), SALT.",,,,,,,,,,,,,,
2401307,"Chips, Pretzels & Snacks",Pinnacle Foods Group LLC,United States,"TWISTICKS BUTTER PRETZELS, BUTTER","ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE OIL (CANOLA, CORN AND/OR SOYBEAN OIL), SALT, ARTIFICIAL BUTTER FLAVOR, CORN SYRUP, YEAST.",,,,,,,,,,,,,,
2401304,"Chips, Pretzels & Snacks",Pinnacle Foods Group LLC,United States,"ORIGINAL CRISPY & TASTY POTATO CHIPS, ORIGINAL","POTATOES, VEGETABLE OIL (CORN OIL AND/OR SUNFLOWER OIL), SALT.",,,,,,,,,,,,,,
2401302,"Chips, Pretzels & Snacks",Pinnacle Foods Group LLC,United States,RODS PRETZELS,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CORN SYRUP, SALT, VITAL WHEAT GLUTEN, VEGETABLE OIL (MAY CONTAIN ONE OR MORE OF THE FOLLOWING: CANOLA, CORN, SOYBEAN), SODIUM BICARBONATE, YEAST.",,,,,,,,,,,,,,
2401236,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"SWEET POTATO REAL VEGETABLE CHIPS, SWEET POTATO","SWEET POTATOES, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL.",,,,,,,,,,,,,,
2401235,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"SWEETS & APPLES HINT OF CINNAMON, SWEET POTATO, APPLE REAL VEGETABLE CHIPS, SWEETS & APPLES","A BLEND OF SWEET POTATOES AND APPLES, EVAPORATED CANE SUGAR, SPICES INCLUDING CINNAMON, NATURAL FLAVORS WITH MILK, SPICE EXTRACTIVE, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL.",,,,,,,,,,,,,,
2401234,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"SWEETS & BLUES SEA SALT, SWEET POTATO, NATURALLY BLUE POTATO REAL VEGETABLE CHIPS, SWEETS & BLUES","BLUE POTATOES, SWEET POTATOES, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL, SEA SALT.",,,,,,,,,,,,,,
2401237,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"MEDITERRANEAN GARLIC & HERBS REAL VEGETABLE CHIPS, MEDITERRANEAN GARLIC & HERBS","A SEASONAL MIX OF ROOT VEGETABLES (TARO, SWEET POTATO, BATATA, YUCA, PARSNIP), EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL, SEASONING (SEA SALT, MALTODEXTRIN, EVAPORATED CANE SUGAR, ONION POWDER, SPICES, GARLIC POWDER, ORGANIC NON-FAT MILK, NATURAL FLAVOR, VINEGAR POWDER [MALTODEXTRIN, VINEGAR], CITRIC ACID, YEAST EXTRACT), BEET JUICE CONCENTRATE (COLOR).",,,,,,,,,,,,,,
2401254,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"RED HOT BLUES CORN TORTILLA CHIPS, RED HOT BLUES","ORGANIC BLUE CORN, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL, SEASONING (TOMATO POWDER, RICE FLOUR, SALT, SPICES, PAPRIKA [COLOR], ONION, TORULA YEAST, NATURAL SMOKE FLAVOR).",,,,,,,,,,,,,,
2401261,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"BLUE CORN TORTILLA CHIPS, BLUE","ORGANIC BLUE CORN, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL, SEA SALT.",,,,,,,,,,,,,,
2401260,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"NO SALT ADDED BLUE CORN TORTILLA CHIPS, BLUE CORN","ORGANIC BLUE CORN, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL.",,,,,,,,,,,,,,
2401259,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"YELLOW CORN TORTILLA CHIPS, YELLOW","ORGANIC YELLOW CORN, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL, SEA SALT.",,,,,,,,,,,,,,
2401255,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"BLUE CORN TORTILLA CHIPS, BLUE","ORGANIC BLUE CORN, CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL, SEA SALT.",,,,,,,,,,,,,,
2401252,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"HERITAGE BLEND SEA SALT, BEAUREGARD SWEET POTATO, NATURALLY BLUE POTATO, YUKON GOLD POTATO, CHIOGGIA BEET REAL VEGETABLE CHIPS, HERITAGE BLEND","YUKON GOLD POTATOES, BLUE POTATOES, CHIOGGIA BEETS, BEAUREGARD SWEET POTATOES, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL, SEA SALT.",,,,,,,,,,,,,,
2401251,"Chips, Pretzels & Snacks","The Hain Celestial Group, Inc.",United States,"SWEETS MEDLEY SEL GRIS, BATATA, SWEET POTATO, PURPLE SWEET POTATO REAL VEGETABLE CHIPS, SWEETS MEDLEY","A BLEND OF SWEET POTATOES (SWEET POTATO, PURPLE SWEET POTATO, BATATA), AVOCADO OIL, SEA SALT.",,,,,,,,,,,,,,
