fdc_id,branded_food_category,brand_owner,market_country,description,ingredients,serving_size,serving_size_num,serving_size_unit,Energy(kcal)_zero_thres,Carbohydrate(g)_zero_thres,Total fat(g)_zero_thres,Protein(g)_zero_thres,Sodium(mg)_zero_thres,Total sugar(g)_zero_thres,Saturated fatty acids(g)_zero_thres,Cholesterol(mg)_zero_thres,Calcium(mg)_zero_thres,Fiber(g)_zero_thres,Iron(mg)_zero_thres
2716124,Snacks,Snyder's-Lance INC.,United States,CAPE COD KETTLE CHIPS TUSCAN HERB INFUSED SEASALT,"INGREDIENTS: POTATOES, VEGETABLE OIL (CANOLA, SAFFLOWER, SOYBEAN AND/OR SUNFLOWER), TUSCAN HERB SEASONING INFUSED SALT [SALT, SPICE EXTRACTS (INCLUDING OREGANO, BASIL, ROSEMARY, FENNEL, TARRAGON), BERGAMOT, GARLIC AND ONION OILS].",,,,,,,,,,,,,,
2716130,Snacks,National Food Group  Inc.,United States,Zee Zees Ranch Wheat Crackers 0.8 oz,"Whole Wheat Flour, Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine, Riboflavin, Folic Acid), Soybean Oil, Sugar, Salt, Tomato Powder, Baking Soda, Ammonium Bicarbonate, Garlic Powder, Onion Powder, Citric Acid, Buttermilk Flavor, Cream of Tartar, Sodium Acid Pyrophosphate, Dillweed, Parsley, Basil, Black Pepper, Dough Conditioner (Enzymes), Sodium Sulfate.",,,,,,,,,,,,,,
2716168,Snacks,GENERAL MILLS SALES INC.,United States,Gardetto's Aged Cheddar Snack Mix,"Ingredients: Enriched Flour (wheat flour, niacin, iron, riboflavin, thiamin mononitrate, folic acid), Vegetable Oil (canola, sunflower, soybean, high oleic soybean, palm, fractionated palm and/or palm olein), Rye Flour, Cheddar Cheese (milk, salt, enzymes, cheese cultures, annatto [color]), Corn Maltodextrin, Salt. Contains 2% or less of: Yeast, Sugar, Color (paprika extract, turmeric extract, annatto extract, caramel color), Natural Flavor, Garlic Powder, Monosodium Glutamate, Leavening (yeast, baking soda), Onion Powder, Enzymes, Corn Syrup, Disodium Phosphate, Barley Malt Extract, Rye Flour, Lactic Acid, Blue Cheese (milk, cheese cultures, salt, enzymes), Whey, Fumaric Acid, Caraway, Sodium Diacetate. Freshness Preserved by BHT. ",,,,,,,,,,,,,,
2716313,Snacks,"Conagra Brands, Inc",United States,"Angie's BOOMCHICKAPOP Real Butter Popcorn, 4.4 oz.","Popcorn, Clarified Butter, Non-GMO Sunflower Oil and/or Non-GMO Canola Oil, Sea Salt. CONTAINS: MILK.",,,,,,,,,,,,,,
2716315,Snacks,"Conagra Brands, Inc",United States,"Angie's BOOMCHICKAPOP Hot Cocoa Marshmallow Flavored Kettle Corn Popcorn, 4.5 oz.","Cane Sugar, Popcorn, Sunflower Oil, Palm Kernel Oil, Cocoa Powder, Salt, Whole Milk Powder, Nonfat Dry Milk, Soy Lecithin, Natural Flavors. CONTAINS: MILK, SOY.",,,,,,,,,,,,,,
2716298,Snacks,"Conagra Brands, Inc",United States,"Angie's BOOMCHICKAPOP Cheddar Cheese Popcorn, 4.5 oz.","Popcorn, Non-GMO Sunflower Oil and/or Non-GMO Canola Oil, Cheese Seasoning (Whey, Cheddar Cheese [Pasteurized Milk, Salt, Cheese Cultures, Enzymes], Buttermilk, Salt, Cultured Whole Milk, Nonfat Dry Milk, Paprika Extract [for color], Lactic Acid, Natural Flavor). CONTAINS: MILK.",,,,,,,,,,,,,,
2716299,Snacks,"Conagra Brands, Inc",United States,"Angie's BOOMCHICKAPOP Sweet & Salty Kettle Corn Popcorn, 2.25 oz.","Popcorn, Non-GMO Sunflower Oil and/or Non-GMO Canola Oil, CaneSugar,Sea Salt.",,,,,,,,,,,,,,
2716300,Snacks,"Conagra Brands, Inc",United States,"Angie's BOOMCHICKAPOP White Cheddar Popcorn, 4.5 oz.","Popcorn, Non-GMO Sunflower Oil and/or Non-GMO Canola Oil, Whey, Buttermilk, Cheddar Cheese Powder (Cultured Milk, Salt, Enzymes), Salt, Natural Flavor, Milk, Lactic Acid. CONTAINS: MILK.",,,,,,,,,,,,,,
2716366,Snacks,GENERAL MILLS SALES INC.,United States,Chex Mix Cookies & Cream Muddy Buddies,"Degermed Yellow Corn Meal, Sugar, Palm and/or Palm Kernel Oil, Dextrose, Cocoa Powder, Modified Food Starch. Contains 2% or less of: Salt, Color Added, Soy Lecithin, Maltodextrin, Milk Powder, Distilled Monoglycerides, Baking Soda, Natural and Artificial Flavor, Yellow Corn Flour, Freshness Preserved by Calcium Propionate.",,,,,,,,,,,,,,
2716369,Snacks,GENERAL MILLS SALES INC.,United States,Betty Crocker Gabby Dollhouse Fruit Snacks 10 Count,"Corn Syrup, Sugar, Modified Corn Starch, Apple Juice Concentrate. Contains 2% or less of: Citric Acid, Sodium Citrate, Fruit Pectin, Malic Acid, Vitamin C (ascorbic acid), Sunflower and/or Canola Oil, Color (vegetable juice, spirulina extract, turmeric extract, fruit juice, annatto extract), Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716370,Snacks,GENERAL MILLS SALES INC.,United States,Betty Crocker Bluey Fruit Snacks 10 Count,"Corn Syrup, Sugar, Modified Corn Starch, Apple Juice Concentrate. Contains 2% or less of: Citric Acid, Sodium Citrate, Fruit Pectin, Malic Acid, Vitamin C (ascorbic acid), Sunflower and/or Canola Oil, Color (vegetable juice, spirulina extract, turmeric extract, fruit juice, annatto extract), Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716375,Snacks,GENERAL MILLS SALES INC.,United States,Chex Mix Peanut Butter and Chocolate Muddy Buddies 30 Count,"Degermed Yellow Corn Meal, Sugar, Dextrose, Peanut Butter (peanuts, sugar, monoglycerides, salt), Vegetable Oil (palm kernel and/or palm), Modified Food Starch, Cocoa Powder. Contains 2% or less of: Color Added, Salt, Soy Lecithin, Distilled Monoglycerides, Baking Soda, Milk, Yellow Corn Flour, Maltodextrin, Artificial Flavor. Freshness Preserved by Calcium Propionate, Citric Acid and TBHQ.",,,,,,,,,,,,,,
2716339,Snacks,GENERAL MILLS SALES INC.,United States,Chex Mix Peanut Butter & Chocolate Muddy Buddies,"Degermed Yellow Corn Meal, Sugar, Dextrose, Peanut Butter (peanuts, sugar, monoglycerides, salt), Vegetable Oil (palm kernel and/or palm), Modified Food Starch, Cocoa Powder. Contains 2% or less of: Color Added, Salt, Soy Lecithin, Distilled Monoglycerides, Baking Soda, Milk, Yellow Corn Flour, Maltodextrin, Artificial Flavor. Freshness Preserved by Calcium Propionate, Citric Acid and TBHQ.",,,,,,,,,,,,,,
2716187,Snacks,Snyder's-Lance INC.,United States,"Kettle Brand Potato Chips, Farmstand Ranch Kettle Chips, 8.5 Oz","INGREDIENTS: POTATOES, VEGETABLE OILS (CANOLA, SUNFLOWER AND/OR SAFFLOWER), NONFAT MILK, SALT, WHEY, LACTIC ACID, CREAM, GARLIC POWDER, ONION POWDER, VINEGAR POWDER (MALTODEXTRIN, VINEGAR), YEAST EXTRACT, CITRIC ACID, NATURAL FLAVORING, PARSLEY, SPICES. CONTAINS: MILK.",,,,,,,,,,,,,,
2716188,Snacks,Snyder's-Lance INC.,United States,"Kettle Brand Potato Chips, Korean Barbeque Kettle Chips, 5 Oz","INGREDIENTS: POTATOES, VEGETABLE OILS (CANOLA, SUNFLOWER AND/OR SAFFLOWER), SUGAR, ORGANIC DRIED CANE SYRUP, SALT, GARLIC POWDER, ONION POWDER, SPICE, PAPRIKA, NATURAL FLAVORS, MOLASSES POWDER, TOMATO POWDER, YEAST EXTRACT, TORULA YEAST.",,,,,,,,,,,,,,
2716193,Snacks,Snyder's-Lance INC.,United States,"Snyder's of Hanover Pretzel Pieces, Hot Buffalo Wing, 12 Oz","INGREDIENTS: Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Palm Oil, Maltodextrin, Salt, Dried Cayenne Pepper Sauce (Cayenne Peppers, Vinegar, Salt, Garlic), Sodium Diacetate, Modified Corn Starch, Monosodium Glutamate, Yeast, Vinegar, Paprika Extract (Color), Citric Acid, Garlic Powder, Caramel Color, Disodium Inosinate And Guanylate, Lactic Acid, Soda.  CONTAINS: WHEAT.",,,,,,,,,,,,,,
2716194,Snacks,Snyder's-Lance INC.,United States,"Snyder's of Hanover Pretzel Sticks, 1.5 Oz Bag","INGREDIENTS: ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), TAPIOCA MALT SYRUP (TAPIOCA SYRUP, MALT EXTRACT), VEGETABLE OIL (CANOLA, PALM, SOYBEAN AND/OR SUNFLOWER), SALT, YEAST, SODA. CONTAINS: WHEAT",,,,,,,,,,,,,,
2716199,Snacks,Snyder's-Lance INC.,United States,"Snyder's of Hanover Holiday Pretzel Rounds with Creme Coating Pretzel Rounds, 5 Oz Bag","INGREDIENTS: SUGAR, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM KERNEL OIL, HYDROGENATED COCONUT OIL, DRY NONFAT YOGURT (CULTURED SKIM MILK), NONFAT DRY MILK, VEGETABLE OIL (CANOLA, PALM, SOYBEAN AND/OR SUNFLOWER), TAPIOCA MALT SYRUP (TAPIOCA SYRUP, MALT EXTRACT), SOY LECITHIN, LACTIC ACID POWDER, FD&C YELLOW 5 ALUMINUM LAKE, SALT, FD&C BLUE 1 ALUMINUM LAKE, SEA SALT, FD&C RED 40 ALUMINUM LAKE, SHELLAC, YEAST, COCONUT OIL, CANOLA OIL, FD&C BLUE 2 ALUMINUM LAKE, ALMONDS, CASHEWS, DESICCATED COCONUT, HAZELNUTS, MACADAMIA NUTS, PEANUTS, PECANS, WALNUTS, PISTACHIOS, SODA. CONTAINS: WHEAT, MILK, PEANUT, SOY, COCONUT, MACADAMIA, PISTACHIO, HAZELNUT, WALNUT, PECAN, CASHEW, ALMOND.",,,,,,,,,,,,,,
2716242,Snacks,"Conagra Brands, Inc",United States,"Vogel Coconut Oil All-In-One Popcorn Kit, 24/16 oz","Popping Corn, Coconut Oil, Salt, Artificial Flavor, Riboflavin and Beta Carotene (for color).",,,,,,,,,,,,,,
2716378,Snacks,GENERAL MILLS SALES INC.,United States,Betty Crocker Sonic the Hedgehog Fruit Snacks 10 Count,"Corn Syrup, Sugar, Modified Corn Starch, Apple Juice Concentrate. Contains 2% or less of: Citric Acid, Sodium Citrate, Fruit Pectin, Malic Acid, Vitamin C (ascorbic acid), Sunflower and/or Canola Oil, Color (vegetable juice, spirulina extract, turmeric extract, fruit juice, annatto extract), Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716386,Snacks,GENERAL MILLS SALES INC.,United States,Betty Crocker Spiderman Fruit Snacks 10 Count,"Corn Syrup, Sugar, Modified Corn Starch, Apple Juice Concentrate. Contains 2% or less of: Citric Acid, Sodium Citrate, Fruit Pectin, Malic Acid, Vitamin C (ascorbic acid), Sunflower and/or Canola Oil, Color (vegetable juice, spirulina extract, turmeric extract, fruit juice, annatto extract), Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716385,Snacks,GENERAL MILLS SALES INC.,United States,Chex Mix Peanut Butter & Chocolate Muddy Buddies,"Degermed Yellow Corn Meal, Sugar, Dextrose, Peanut Butter (peanuts, sugar, monoglycerides, salt), Vegetable Oil (palm kernel and/or palm), Modified Food Starch, Cocoa Powder. Contains 2% or less of: Color Added, Salt, Soy Lecithin, Distilled Monoglycerides, Baking Soda, Milk, Yellow Corn Flour, Maltodextrin, Artificial Flavor. Freshness Preserved by Calcium Propionate, Citric Acid and TBHQ.",,,,,,,,,,,,,,
2716379,Snacks,GENERAL MILLS SALES INC.,United States,Betty Crocker Mickey and Friends Fruit Snacks 10 Count,"Corn Syrup, Sugar, Modified Corn Starch, Apple Juice Concentrate. Contains 2% or less of: Citric Acid, Sodium Citrate, Fruit Pectin, Malic Acid, Vitamin C (ascorbic acid), Sunflower and/or Canola Oil, Color (vegetable juice, spirulina extract, turmeric extract, fruit juice, annatto extract), Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716390,Snacks,GENERAL MILLS SALES INC.,United States,Betty Crocker Pokemon Fruit Snacks 22 Count,"Corn Syrup, Sugar, Modified Corn Starch, Apple Juice Concentrate. Contains 2% or less of: Citric Acid, Sodium Citrate, Fruit Pectin, Malic Acid, Vitamin C (ascorbic acid), Sunflower and/or Canola Oil, Color (vegetable juice, spirulina extract, fruit juice, annatto extract, and turmeric extract), Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716414,Snacks,GENERAL MILLS SALES INC.,United States,Chex Mix Peanut Butter & Chocolate Muddy Buddies,"Degermed Yellow Corn Meal, Sugar, Dextrose, Peanut Butter (peanuts, sugar, monoglycerides, salt), Vegetable Oil (palm kernel and/or palm), Modified Food Starch, Cocoa Powder. Contains 2% or less of: Color Added, Salt, Soy Lecithin, Distilled Monoglycerides, Baking Soda, Milk, Yellow Corn Flour, Maltodextrin, Artificial Flavor. Freshness Preserved by Calcium Propionate, Citric Acid and TBHQ.",,,,,,,,,,,,,,
2716485,Snacks,GENERAL MILLS SALES INC.,United States,Mott's Animals Assorted Fruit Flavored Snacks 40 Count,"Corn Syrup, Sugar, Modified Corn Starch, Pear Juice Concentrate, Apple Juice Concentrate, Carrot Juice Concentrate. Contains 2% or less of: Citric Acid, Vitamin C (ascorbic acid), Sodium Citrate, Fruit Pectin, Malic Acid, Sunflower and/or Canola Oil, Vegetable and Fruit Juice added for Color, Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716484,Snacks,GENERAL MILLS SALES INC.,United States,Mott's Animals Assorted Fruit Flavored Snacks 10 Count,"Corn Syrup, Sugar, Modified Corn Starch, Pear Juice Concentrate, Apple Juice Concentrate, Carrot Juice Concentrate. Contains 2% or less of: Citric Acid, Vitamin C (ascorbic acid), Sodium Citrate, Fruit Pectin, Malic Acid, Sunflower and/or Canola Oil, Vegetable and Fruit Juice added for Color, Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716476,Snacks,GENERAL MILLS SALES INC.,United States,Chex Mix Peanut Butter Chocolate Bar,"Chocolate Flavored Coating (sugar, palm kernel oil, cocoa powder, soy lecithin, salt, milk), Corn Syrup, Corn Chex Cereal (corn meal, sugar, palm oil, salt, baking soda, corn flour), Crisp Rice (rice flour, sugar, brown sugar syrup, refiner's syrup, salt), Pretzels (enriched flour [wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid], malt, salt, soybean oil), High Fructose Corn Syrup, Fructose, Peanut Butter Flavored Chips (sugar, palm and palm kernel oil, peanut flour, dextrose, nonfat dry milk, soy lecithin, salt), Sugar, Vegetable Glycerin, Peanut Butter (peanuts, salt), Canola Oil. Contains 2% or less of: Calcium Carbonate, Peanut Flour, Maltodextrin, Sorbitol, Peanut Oil, Salt, Gelatin, Soy Lecithin, Natural and Artificial Flavor. ",,,,,,,,,,,,,,
2716492,Snacks,GENERAL MILLS SALES INC.,United States,Chex Mix Mint Chocolate Muddy Buddies,"Degermed Yellow Corn Meal, Sugar, Dextrose, Palm and/or Palm Kernel Oil, Cocoa Powder, Modified Corn Starch. Contains 2% or less of: Cocoa Processed With Alkali, Salt, Soy Lecithin, Milk Powder, Distilled Monoglycerides, Baking Soda, Yellow Corn Flour, Natural and Artificial Flavor, Peppermint Oil.",,,,,,,,,,,,,,
2716436,Snacks,GENERAL MILLS SALES INC.,United States,Chex Mix Cookies & Cream Muddy Buddies,"Degermed Yellow Corn Meal, Sugar, Palm and/or Palm Kernel Oil, Dextrose, Cocoa Powder, Modified Food Starch. Contains 2% or less of: Salt, Color Added, Soy Lecithin, Maltodextrin, Milk Powder, Distilled Monoglycerides, Baking Soda, Natural and Artificial Flavor, Yellow Corn Flour, Freshness Preserved by Calcium Propionate.",,,,,,,,,,,,,,
2716435,Snacks,GENERAL MILLS SALES INC.,United States,Chex Mix Peanut Butter and Chocolate Muddy Buddies,"Degermed Yellow Corn Meal, Sugar, Dextrose, Peanut Butter (peanuts, sugar, monoglycerides, salt), Vegetable Oil (palm kernel and/or palm), Modified Food Starch, Cocoa Powder. Contains 2% or less of: Color Added, Salt, Soy Lecithin, Distilled Monoglycerides, Baking Soda, Milk, Yellow Corn Flour, Maltodextrin, Artificial Flavor. Freshness Preserved by Calcium Propionate, Citric Acid and TBHQ.",,,,,,,,,,,,,,
2716433,Snacks,GENERAL MILLS SALES INC.,United States,Chex Mix Brownie Supreme Muddy Buddies,"Degermed Yellow Corn Meal, Sugar, Dextrose, Palm and/or Palm Kernel Oil, Cocoa Powder, Modified Corn Starch. Contains 2% or less of: Cocoa Processed With Alkali, Salt, Soy Lecithin, Corn Starch, Milk Powder, Distilled Monoglycerides, Baking Soda, Yellow Corn Flour, Artificial Flavor.",,,,,,,,,,,,,,
2716420,Snacks,GENERAL MILLS SALES INC.,United States,Mott's Assorted Fruit  Flavored Snacks 10 Count,"Corn Syrup, Sugar, Modified Corn Starch, Pear Juice Concentrate, Apple Juice Concentrate, Carrot Juice Concentrate. Contains 2% or less of: Citric Acid, Vitamin C (ascorbic acid), Sodium Citrate, Fruit Pectin, Malic Acid, Sunflower and/or Canola Oil, Vegetable and Fruit Juice added for Color, Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716418,Snacks,GENERAL MILLS SALES INC.,United States,Betty Crocker Star Wars Fruit Snacks 10 Count,"Corn Syrup, Sugar, Modified Corn Starch, Apple Juice Concentrate. Contains 2% or less of: Citric Acid, Sodium Citrate, Fruit Pectin, Malic Acid, Vitamin C (ascorbic acid), Sunflower and/or Canola Oil, Color (vegetable juice, spirulina extract, fruit juice, annatto extract, and turmeric extract), Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716460,Snacks,GENERAL MILLS SALES INC.,United States,Jamba Mango- A-Go-Go Fruit Flavored Snacks 14 Count,"Corn Syrup, Sugar, Apple Juice Concentrate, Modified Corn Starch. Contains 2% or less of: Fruit Pectin, Citric Acid, Sodium Citrate, Malic Acid, Potassium Citrate, Vitamin C (ascorbic acid), Sunflower and/or Canola Oil, Color (vegetable juice, turmeric extract, spirulina extract, fruit juice, annatto extract), Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716459,Snacks,GENERAL MILLS SALES INC.,United States,Jamba Strawberry Surf Rider Fruit Flavored Snacks 14 Count,"Corn Syrup, Sugar, Apple Juice Concentrate, Modified Corn Starch. Contains 2% or less of: Fruit Pectin, Citric Acid, Sodium Citrate, Malic Acid, Potassium Citrate, Vitamin C (ascorbic acid), Sunflower and/or Canola Oil, Color (vegetable juice, fruit juice, turmeric extract, spirulina extract, annatto extract), Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716443,Snacks,GENERAL MILLS SALES INC.,United States,Betty Crocker Pokemon Fruit Snacks 10ct,"Corn Syrup, Sugar, Modified Corn Starch, Apple Juice Concentrate. Contains 2% or less of: Citric Acid, Sodium Citrate, Fruit Pectin, Malic Acid, Vitamin C (ascorbic acid), Sunflower and/or Canola Oil, Color (vegetable juice, spirulina extract, fruit juice, annatto extract, and turmeric extract), Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2715855,Snacks,"Conagra Brands, Inc",United States,"JIFFY POP Butter Flavored Popcorn, Stovetop Popping Pan, 4.5 oz.","Popping Corn, Palm Oil, Less than 2% of: Salt, Color Added (Annatto), Natural Flavor (Including Milk), TBHQ And Citric Acid (For Freshness). CONTAINS: MILK.",,,,,,,,,,,,,,
2715856,Snacks,"Conagra Brands, Inc",United States,"CRUNCH 'N MUNCH Buttery Toffee Popcorn with Peanuts, 10 oz.","Corn Syrup, Sugar, Popcorn, Peanuts, Brown Sugar, Canola Oil, Butter, Less than 2% of: Salt, Soybean Oil, Soy Lecithin, Sodium Bicarbonate, TBHQ and Citric Acid (for freshness). CONTAINS: MILK, PEANUTS, SOY. MAY CONTAIN: TREE NUTS (ALMONDS, CASHEWS, PECANS).",,,,,,,,,,,,,,
2715857,Snacks,"Conagra Brands, Inc",United States,"CRUNCH 'N MUNCH Caramel Popcorn with Peanuts, 3.5 oz.","Corn Syrup, Sugar, Popcorn, Peanuts, Canola Oil, Less than 2% of: Salt, Soybean Oil, Butter, Soy Lecithin, Sodium Bicarbonate, TBHQ and Citric Acid (for freshness). CONTAINS: MILK, PEANUTS, SOY. MAY CONTAIN: TREE NUTS (ALMONDS, CASHEWS, PECANS).",,,,,,,,,,,,,,
2715858,Snacks,"Conagra Brands, Inc",United States,"CRUNCH 'N MUNCH Buttery Toffee Popcorn with Peanuts, 3.5 oz.","Corn Syrup, Sugar, Popcorn, Peanuts, Brown Sugar, Canola Oil, Butter, Less than 2% of: Salt, Soybean Oil, Soy Lecithin, Sodium Bicarbonate, TBHQ and Citric Acid (for freshness). CONTAINS: MILK, PEANUTS, SOY. MAY CONTAIN: TREE NUTS (ALMONDS, CASHEWS, PECANS).",,,,,,,,,,,,,,
2716880,Snacks,"Conagra Brands, Inc",United States,ANDY CAPP HOT FRIES 35/3 OZ,"Degermed Yellow Cornmeal, Vegetable Oil (Palm And/Or Cottonseed Oil), Dried Potatoes, Whey Powder, Salt, Less than 2% of: Dextrose, Torula Yeast, Water, Mustard, TBHQ (For Freshness), Monosodium Glutamate, Mono- And Diglycerides, Garlic Powder, Ground Cumin, Oregano, Paprika Extract (For Color), Spice Extractive, Tomato Powder, Natural Flavor, Artificial Flavor. CONTAINS: MILK",,,,,,,,,,,,,,
2716615,Snacks,GENERAL MILLS SALES INC.,United States,Betty Crocker Avengers Fruit Snacks 10 Count,"Corn Syrup, Sugar, Modified Corn Starch, Apple Juice Concentrate. Contains 2% or less of: Citric Acid, Sodium Citrate, Fruit Pectin, Malic Acid, Vitamin C (ascorbic acid), Sunflower and/or Canola Oil, Color (vegetable juice, spirulina extract, turmeric extract, fruit juice, and annatto extract), Natural Flavor, Carnauba Wax.Adds A Trivial Amount Of Fat",,,,,,,,,,,,,,
2716603,Snacks,GENERAL MILLS SALES INC.,United States,Gushers Strawberry Splash and Tropical Flavors 20 Count,"Tropical Ingredients: Corn Syrup, Sugar, Pear Puree, Modified Corn Starch, Fructose, Maltodextrin, Palm and/or Palm Kernel Oil. Contains 2% or less of: Cottonseed Oil, Glycerin, Grape Juice Concentrate, Citric Acid, Carrageenan, Monoglycerides, Sodium Citrate, Malic Acid, Vitamin C (ascorbic acid), Potassium Citrate, Agar-Agar, Natural and Artificial Flavor, Xanthan Gum, Color (red 40, blue 1, yellows 5 & 6).Strawberry Ingredients: Corn Syrup, Sugar, Pear Puree, Modified Corn Starch, Fructose, Maltodextrin, Palm and/or Palm Kernel Oil. Contains 2% or less of: Cottonseed Oil, Glycerin, Grape Juice Concentrate, Citric Acid, Carrageenan, Monoglycerides, Sodium Citrate, Malic Acid, Vitamin C (ascorbic acid), Potassium Citrate, Agar-Agar, Natural Flavor, Red 40, Xanthan Gum.",,,,,,,,,,,,,,
2716585,Snacks,GENERAL MILLS SALES INC.,United States,Chex Mix Peanut Butter Chocolate Muddy Buddies,"Degermed Yellow Corn Meal, Sugar, Dextrose, Peanut Butter (peanuts, sugar, monoglycerides, salt), Vegetable Oil (palm kernel and/or palm), Modified Food Starch, Cocoa Powder. Contains 2% or less of: Color Added, Salt, Soy Lecithin, Distilled Monoglycerides, Baking Soda, Milk, Yellow Corn Flour, Maltodextrin, Artificial Flavor. Freshness Preserved by Calcium Propionate, Citric Acid and TBHQ.",,,,,,,,,,,,,,
2716873,Snacks,"Conagra Brands, Inc",United States,"Andy Capp's Beer Battered Onion Rings Baked Oat and Corn Snacks, 2 oz.","Degermed Yellow Cornmeal, Vegetable Oil (Palm And/Or Cottonseed Oil), Onion Powder, Water, Salt, Less Than 2% Of: Sugar, Torula Yeast, Oat Fiber, Garlic Powder, TBHQ (For Freshness), Corn Maltodextrin, Black Pepper, Natural Flavor, Potato Maltodextrin, Yeast Extract, Cultured Whey, Tricalcium Phosphate, Modified Tapioca Starch, Tapioca Maltodextrin, Sweet Potato Maltodextrin, Garlic Juice Concentrate, Dimethylpolysiloxane. CONTAINS: MILK",,,,,,,,,,,,,,
2716874,Snacks,"Conagra Brands, Inc",United States,"Andy Capp's Ranch Fries Snacks, Corn & Potato Snacks, 3 oz.","Degermed Yellow Cornmeal, Vegetable Oil (Palm and/or Cottonseed Oil), Dried Potatoes, Salt, Buttermilk Powder, Less Than 2% Of: Sugar, Whey Powder, Water, Garlic Powder, Onion Powder, TBHQ (For Freshness), Cream Powder, Spice, Tomato Powder, Mono- And Diglycerides, Malic Acid, Natural Flavor, Citric Acid, Yeast Extract, Acacia Gum. CONTAINS: MILK",,,,,,,,,,,,,,
2716875,Snacks,"Conagra Brands, Inc",United States,"Andy Capp's Fire Fries, Corn & Potato Snacks, 8 oz.","Degermed Yellow Cornmeal, Vegetable Oil (Palm and/or Cottonseed Oil), Dried Potatoes, Salt, Less Than 2% Of: Whey Powder, Water, Monosodium Glutamate, Dextrose, Sodium Diacetate, TBHQ (For Freshness), Citric Acid, Onion Powder, Sugar, Hot Sauce (Aged Cayenne Pepper, Vinegar, Salt, Garlic),Mono- and Diglycerides, Spice And Coloring (Contains Paprika), Disodium Guanylate, Disodium Inosinate, Garlic Powder, Natural Flavor, Red 40 Lake, Yellow 5 Lake, Yellow 6 Lake. CONTAINS: MILK",,,,,,,,,,,,,,
2716879,Snacks,"Conagra Brands, Inc",United States,ANDY CAPP BBQ FRIES 3.103 LB,"Degermed Yellow Cornmeal, Vegetable Oil (Palm And/Or Cottonseed Oil), Dried Potatoes, Sugar, Less than 2% of: Salt, Water, TBHQ (For Freshness), Chili Powder, Molasses Powder, Onion Powder, Paprika, Tomato Powder, Yeast Extract, Smoke Flavor, Citric Acid, Dried Whey, Garlic Powder, Paprika Extract (For Color),Mono- And Diglycerides, Natural Flavor. CONTAINS: MILK",,,,,,,,,,,,,,
2716896,Snacks,"Conagra Brands, Inc",United States,ANDY CAPP CHEDDAR FRIES 35/3/3 OZ,"Degermed Yellow Cornmeal, Vegetable Oil (Palm And/Or Cottonseed Oil), Dried Potatoes, Cheese Powder (Whey, Salt, Buttermilk Solids, Reduced Lactose Whey, Maltodextrin, Monosodium Glutamate, Citric Acid, Cheddar And Blue Cheese [Pasteurized Milk, Cheese Culture, Salt, Enzymes], Yellow 5 Lake, Yellow 6 Lake, Autolyzed Yeast Extract, Spice, Artificial Flavor, Canola Oil, Disodium Phosphate, Yellow 5, Yellow 6, Lactic Acid), Less Than 2% Of: Salt, Dextrose, Onion Powder, Water, Monosodium Glutamate, TBHQ (For Freshness), Shortening Powder (Soybean Oil, Corn Syrup Solids, Sodium Caseinate, Mono And Diglycerides), Hydrolyzed Corn Protein, Whey, Dried Parsley, Natural Cheddar Cheese Flavor (Maltodextrin, Natural Cheddar Cheese Flavor, Whey Solids, Salt, Disodium Phosphate), Mono- And Diglycerides, Citric Acid, Yellow 5 Lake, Natural Flavors, Paprika Extract (For Color), Dried Chives, Yellow 6 Lake. CONTAINS: MILK",,,,,,,,,,,,,,
